true_form	predicted_form	edit_distance	normalized_edit_distance	correct_chars	consonant_errors	vowel_errors	phonotactic_valid	char_error_rate	feature_distance	normalized_feature_distance	exact_match
rɛsɪderɛ	rezidra	5	0.625	3	1	4	True	0.625	1.85	0.04625	0
rɛsɪŋnarɛ	reseɲaɾra	6	0.6666666666666666	4	2	3	True	0.6666666666666666	2.05	0.04555555555555555	0
rɛsɔnarɛ	resunaa	4	0.5	4	1	3	True	0.5	1.7999999999999998	0.045	0
rɛsplɛnderɛ	rɛsplɛndaθe	3	0.2727272727272727	8	1	2	False	0.2727272727272727	1.1	0.02	0
rɛsponsʊm	respɔnsʊm	2	0.2222222222222222	7	0	2	True	0.2222222222222222	0.19999999999999996	0.004444444444444444	0
rɛmpublɪkam	republekɐa	5	0.45454545454545453	7	2	2	True	0.45454545454545453	2.4	0.04363636363636363	0
restaʊratɪonɛm	ʁasteʊɾajɔinna	9	0.6428571428571429	5	4	5	False	0.6428571428571429	6.25	0.08928571428571429	0
rɛstaʊrarɛ	ʁastʊɾaa	6	0.6	4	3	3	True	0.6	4.3	0.086	0
rɛstɛm	rɛsta	2	0.3333333333333333	4	1	1	True	0.3333333333333333	1.4	0.04666666666666666	0
rɛstɪtʊɛrɛ	restituia	6	0.6	4	1	5	True	0.6	2.1999999999999997	0.044	0
rɛstɪtutɪonɛm	restitutsiona	6	0.46153846153846156	8	1	4	False	0.46153846153846156	2.6	0.04	0
rɛstarɛ	restaa	3	0.42857142857142855	4	1	2	True	0.42857142857142855	1.6	0.045714285714285714	0
rɛstrɪktʊm	ʁɛstʁɛ	7	0.7	3	5	2	True	0.7	5.2	0.10400000000000001	0
rɛstrɪŋɡɛrɛ	restriŋdʒer	6	0.5454545454545454	6	1	4	True	0.5454545454545454	3.15	0.057272727272727274	0
rɛsumɛrɛ	rezumia	5	0.625	3	2	3	True	0.625	2.05	0.05125	0
rɛsʊskɪtatɪonɛm	ʁazusitasjɔna	11	0.7333333333333333	4	5	6	True	0.7333333333333333	5.2	0.06933333333333333	0
rɛtardarɛ	rətaɾdra	4	0.4444444444444444	5	1	3	True	0.4444444444444444	2.8	0.06222222222222222	0
retɛ	redɛea	3	0.5	3	1	0	True	0.75	2.25	0.1125	0
retɪarɪʊm	retjaɾjʊm	3	0.3333333333333333	6	1	2	True	0.3333333333333333	3.0	0.06666666666666667	0
rɛtɪkerɛ	retiθʃer	5	0.625	4	1	3	True	0.625	2.7	0.0675	0
rɛtɪnakʊlʊm	retenakflʊm	3	0.2727272727272727	8	0	3	True	0.2727272727272727	1.2	0.021818181818181816	0
rɛtɪnerɛ	retene	4	0.5	4	1	3	True	0.5	2.2	0.05500000000000001	0
rɛtɔrkwerɛ	retɔteɾra	6	0.6	5	3	2	True	0.6	3.25	0.065	0
rɛtraktɪonɛm	ʁatraksjina	7	0.5833333333333334	5	3	4	False	0.5833333333333334	4.15	0.06916666666666667	0
rɛtraktarɛ	ʁetʁaptara	5	0.5	5	3	2	False	0.5	1.85	0.037000000000000005	0
rɛtrahɛrɛ	retraʁea	5	0.5555555555555556	4	2	3	True	0.5555555555555556	2.3	0.05111111111111111	0
rɛtrɪbʊɛrɛ	ʁetribuia	7	0.7	3	2	5	True	0.7	2.6999999999999997	0.05399999999999999	0
rɛtrokedɛrɛ	ʁatrosedeɾa	6	0.5454545454545454	5	3	3	True	0.5454545454545454	2.9999999999999996	0.054545454545454536	0
rɛwɛnirɛ	rɨvenia	5	0.625	3	2	3	True	0.625	2.25	0.05625	0
rɛwɛrbɛrarɛ	ʁavɛʁbeɾa	8	0.7272727272727273	3	5	3	True	0.7272727272727273	4.45	0.08090909090909092	0
rɛwɛrɛntɛm	reveɾentɨ	7	0.7	3	3	4	True	0.7	3.25	0.065	0
rɛwɛrɛntɪam	ʁavaʁɑs	11	1.0	0	6	5	True	1.0	6.699999999999999	0.12181818181818181	0
rɛwɛrsarɛ	revərsaa	5	0.5555555555555556	4	2	3	False	0.5555555555555556	2.25	0.05	0
rɛwɛrti	rəveʁsiɾa	7	0.7777777777777778	2	3	2	True	1.0	3.6	0.10285714285714286	0
rɛwɪderɛ	revedʁa	6	0.75	2	2	4	True	0.75	2.35	0.058750000000000004	0
rɛwɪŋkɛrɛ	reβenθeɾ	8	0.8888888888888888	1	4	4	True	0.8888888888888888	3.55	0.07888888888888888	0
rɛwisɛrɛ	ʁaviza	7	0.875	1	4	3	True	0.875	3.8	0.095	0
rɛwɔkatɪonɛm	ʁavukasjiona	9	0.75	4	4	4	True	0.75	3.9999999999999996	0.06666666666666667	0
rɛwɔkarɛ	revaʊkaa	6	0.75	3	2	3	True	0.75	3.05	0.07625	0
rɛwɔlwɛrɛ	rivʊmldeɹra	8	0.7272727272727273	3	2	4	True	0.8888888888888888	3.7499999999999996	0.08333333333333333	0
rhetɔrɛm	retœʁ	5	0.625	3	3	2	True	0.625	3.7	0.0925	0
rhɛʊma	ʁyuma	4	0.6666666666666666	2	2	2	True	0.6666666666666666	2.3	0.07666666666666666	0
rhɔmbɔidɛm	ʁɔbɔid	5	0.5	5	4	1	True	0.5	4.5	0.09	0
rhɔŋkʰarɛ	runka	6	0.6666666666666666	3	4	2	True	0.6666666666666666	4.7	0.10444444444444445	0
rɪktʊm	ʁiktʊs	3	0.5	3	2	1	True	0.5	1.25	0.041666666666666664	0
riderɛ	riʁer	2	0.3333333333333333	4	1	1	True	0.3333333333333333	1.5	0.05	0
rɪdɪkam	ridikʊmn	4	0.5	4	0	3	True	0.5714285714285714	1.6	0.045714285714285714	0
rɪɡɪdɪtatɛm	ʁiʒidcta	8	0.7272727272727273	3	4	4	True	0.7272727272727273	5.15	0.09363636363636364	0
rɪɡɪdʊm	riʒidʊm	3	0.42857142857142855	4	1	2	True	0.42857142857142855	0.75	0.02142857142857143	0
rɪɡarɛ	rɨɣaɹ	4	0.6666666666666666	2	2	2	True	0.6666666666666666	2.2	0.07333333333333333	0
rɪɡɔrɔsʊm	riɡuɾʊmzʊm	6	0.6	4	2	3	True	0.6666666666666666	2.65	0.058888888888888886	0
rɪŋɡi	reɲiɾ	4	0.8	2	2	1	True	0.8	1.65	0.066	0
ripam	riva	2	0.4	3	2	0	True	0.4	1.5	0.06	0
risʊm	ris	2	0.4	3	1	1	True	0.4	2	0.08	0
ritʊm	rit	2	0.4	3	1	1	True	0.4	2	0.08	0
riwʊlʊm	revolʊm	3	0.42857142857142855	4	1	2	True	0.42857142857142855	0.44999999999999996	0.012857142857142855	0
riwʊm	ryʊm	2	0.4	3	1	1	True	0.4	1.2	0.048	0
rɪksam	ʁixa	5	0.8333333333333334	1	4	1	True	0.8333333333333334	2.75	0.09166666666666666	0
robiɡɪnosʊm	rubiʒinszʊm	5	0.45454545454545453	7	1	3	True	0.45454545454545453	2.2	0.04	0
robiɡɪnɛm	rudilinŋ	6	0.6666666666666666	3	3	3	True	0.6666666666666666	2.7	0.060000000000000005	0
robʊr	ʁovle	4	0.8	1	3	1	True	0.8	2.75	0.11	0
rɔɡamɛntʊm	ruɡəminte	5	0.5	5	1	4	True	0.5	2.2	0.044000000000000004	0
rɔɡatorɛm	rʊmɣaðʊm	7	0.7777777777777778	3	3	3	True	0.7777777777777778	4.15	0.09222222222222223	0
rɔɡarɛ	ruɡaɾ	3	0.5	3	1	2	True	0.5	1.6	0.05333333333333334	0
rɔɡʊm	ruɡʊm	1	0.2	4	0	1	True	0.2	0.19999999999999996	0.007999999999999998	0
romanʊm	ʁaʊmanʊm	3	0.375	5	1	1	True	0.42857142857142855	1.7	0.04857142857142857	0
rorarɛ	raʊɾaa	5	0.8333333333333334	2	2	2	True	0.8333333333333334	3.1999999999999997	0.10666666666666666	0
rorɛm	rowikda	5	0.7142857142857143	2	2	1	True	1.0	3.2	0.128	0
rosmarinʊm	ʁozmaɾina	5	0.5	5	4	1	True	0.5	3.35	0.067	0
roskɪdʊm	rusjʊm	4	0.5	4	2	2	True	0.5	2.7	0.0675	0
rorɛmmarinʊm	rʊmzmaɛinʊm	5	0.4166666666666667	8	2	2	True	0.4166666666666667	3.2	0.05333333333333334	0
rostrʊm	rɔstʁʊm	2	0.2857142857142857	5	1	1	True	0.2857142857142857	0.5	0.014285714285714285	0
rɔtɛllam	ʁutɛlla	3	0.375	5	2	1	True	0.375	1.7	0.042499999999999996	0
rɔtarɛ	ʁʊtaɾa	4	0.6666666666666666	2	2	2	True	0.6666666666666666	2.1	0.07	0
rʊbɪam	ruiva	4	0.6666666666666666	2	2	2	True	0.6666666666666666	3.4	0.11333333333333333	0
rʊbɪkʊndʊm	ʁybikɔ	8	0.8	2	4	4	True	0.8	4.9	0.098	0
rʊborɛm	ʁuβʊm	6	0.8571428571428571	1	3	3	True	0.8571428571428571	3.8499999999999996	0.10999999999999999	0
rʊbrikam	ʁubrika	3	0.375	5	2	1	True	0.375	1.9	0.0475	0
rʊbʊm	roɡʊm	2	0.4	3	1	1	True	0.4	0.95	0.038	0
rʊktarɛ	ruptara	3	0.42857142857142855	4	1	2	False	0.42857142857142855	1.05	0.030000000000000002	0
ruktʊm	ʁctʊm	3	0.5	3	2	1	True	0.5	2.0	0.06666666666666667	0
rʊdɛm	ʁudʊm	3	0.6	2	1	2	True	0.6	1.5	0.06	0
rudʊs	rederea	5	0.7142857142857143	2	1	2	True	1.0	3.5	0.14	0
rufʊm	rufʊm	0	0.0	5	0	0	True	0.0	0	0.0	1
ruɡam	ʁuɡa	2	0.4	3	2	0	True	0.4	1.5	0.06	0
ruɡirɛ	rudʒira	3	0.42857142857142855	4	1	1	True	0.5	2.15	0.07166666666666667	0
ruɡosʊm	ʁuɡøsʊm	2	0.2857142857142857	5	1	1	True	0.2857142857142857	0.9	0.025714285714285714	0
rʊinosʊm	ruinszʊm	3	0.375	6	0	2	True	0.375	1.65	0.041249999999999995	0
rʊmɪkɛm	rɔmiθʊs	5	0.7142857142857143	2	2	3	True	0.7142857142857143	2.05	0.058571428571428566	0
rumɪnari	ʁuminaa	4	0.5	4	2	2	True	0.5	1.9	0.0475	0
rumorɛm	ʁumɨʁa	5	0.7142857142857143	2	3	2	True	0.7142857142857143	3.0	0.08571428571428572	0
runam	runa	1	0.2	4	1	0	True	0.2	1	0.04	0
rʊɛrɛ	ʁueɾ	5	1.0	0	2	3	True	1.0	2.5	0.1	0
rupɛm	rupe	2	0.4	3	1	1	True	0.4	1.2	0.048	0
rʊskam	ʁyʃ	6	1.0	0	4	2	True	1.0	3.95	0.13166666666666668	0
rustɪkanʊm	restikɐnʊm	3	0.3	7	0	3	True	0.3	0.7999999999999999	0.016	0
rutam	ruta	1	0.2	4	1	0	True	0.2	1	0.04	0
rʊtabʊlʊm	ʁɨfla	8	0.8888888888888888	1	4	4	True	0.8888888888888888	6.0	0.13333333333333333	0
rʊtɪlarɛ	ʁutila	5	0.625	3	2	3	True	0.625	2.9	0.0725	0
rʊtɪlʊm	ʁutilʊ	4	0.5714285714285714	3	2	2	True	0.5714285714285714	1.9	0.054285714285714284	0
rʊtrʊm	ʁɔdʊ	5	0.8333333333333334	1	4	1	True	0.8333333333333334	2.95	0.09833333333333334	0
sabanʊm	saβana	3	0.42857142857142855	4	2	1	True	0.42857142857142855	2.35	0.06714285714285714	0
sabbatɪsmʊm	sabatism	4	0.36363636363636365	7	2	2	True	0.36363636363636365	3.0	0.05454545454545454	0
sabʊlonɛm	sablɔʊmna	6	0.6666666666666666	5	1	3	True	0.6666666666666666	4.25	0.09444444444444444	0
sabʊlʊm	sabbɹa	4	0.5714285714285714	3	2	2	False	0.5714285714285714	2.85	0.08142857142857143	0
sabʊrram	szaauɔɐra	6	0.6666666666666666	4	3	1	True	0.75	5.2	0.13	0
sakkʰarʊm	sakkarinʊm	3	0.3	8	1	0	False	0.3333333333333333	2.4	0.05333333333333333	0
sakkʊlʊm	sakulʊm	2	0.25	6	1	1	True	0.25	1.4	0.034999999999999996	0
sakrʊm	sakrʊm	0	0.0	6	0	0	True	0.0	0	0.0	1
sakɛrdotɛm	satʃɾrdɔta	6	0.6	5	2	3	True	0.6	3.05	0.061	0
sakɛrdotɪʊm	satʃɾrdɔtsʊm	5	0.4166666666666667	7	1	3	False	0.45454545454545453	2.65	0.04818181818181818	0
sakoma	saɡoma	1	0.16666666666666666	5	1	0	True	0.16666666666666666	0.5	0.016666666666666666	0
sakramɛntalɛm	sakʁamɑctala	5	0.38461538461538464	8	3	2	True	0.38461538461538464	3.05	0.04692307692307692	0
sakrarɪʊm	sakraɾjʊm	2	0.2222222222222222	7	1	1	True	0.2222222222222222	2.0	0.044444444444444446	0
sakratɪonɛm	sɐɡɹɐsɐʊ	10	0.9090909090909091	1	5	5	True	0.9090909090909091	5.0	0.09090909090909091	0
sakrɪfɪkalɛm	sakriflkala	4	0.3333333333333333	8	1	3	True	0.3333333333333333	2.4	0.04	0
sakrɪfɪkatorɛm	sakʁifikatoa	6	0.42857142857142855	8	3	3	True	0.42857142857142855	2.9	0.041428571428571426	0
sakrɪfɪkɪʊm	sakrifisjʊm	4	0.36363636363636365	7	1	3	True	0.36363636363636365	1.5	0.02727272727272727	0
sakrɪfɪkʊlʊm	sɐkɹifikulʊ	6	0.5	6	2	4	True	0.5	1.85	0.030833333333333334	0
sakrɪfɪkʊm	sakriflkʊm	2	0.2	8	0	2	True	0.2	1.0	0.02	0
sakrɪlɛɡʊm	sakrilɛɡʊm	1	0.1	9	0	1	True	0.1	0.0	0.0	0
sakrɪstɪam	sɐkɹiʃtiɐ	7	0.7	3	3	4	True	0.7	1.9	0.038	0
sakrarɛ	sakraɹ	2	0.2857142857142857	5	1	1	True	0.2857142857142857	1.25	0.03571428571428571	0
saɪpɛm	sɛpe	4	0.6666666666666666	2	1	3	True	0.6666666666666666	2.4	0.08	0
saɪptʊm	sɛtʊ	4	0.5714285714285714	3	2	2	True	0.5714285714285714	3.2	0.09142857142857143	0
saɪtam	sta	3	0.5	3	1	2	True	0.5	3	0.1	0
saɪwirɛ	saviʁ	4	0.5714285714285714	3	2	2	True	0.5714285714285714	2.75	0.07857142857142857	0
saɡam	saɡa	1	0.2	4	1	0	True	0.2	1	0.04	0
saɡɪttarɪʊm	saditaɾriʊm	5	0.45454545454545453	7	2	2	True	0.45454545454545453	1.95	0.035454545454545454	0
saɡɪttarɛ	sədctae	6	0.6666666666666666	3	3	3	True	0.6666666666666666	3.8499999999999996	0.08555555555555555	0
saɡmam	sɔlma	3	0.5	3	2	1	True	0.5	2.35	0.07833333333333334	0
saɡmarɪʊm	sɔmjɛɾa	7	0.7777777777777778	2	3	4	True	0.7777777777777778	4.9	0.1088888888888889	0
saɡɔkʰlamydɛm	saɡɔklamid	4	0.3076923076923077	9	2	2	True	0.3076923076923077	3.2	0.04923076923076923	0
salakɪtatɛm	salasctada	5	0.45454545454545453	6	3	2	True	0.45454545454545453	3.15	0.057272727272727274	0
salarɪʊm	salaɾɛʊm	2	0.25	6	1	1	True	0.25	1.2	0.03	0
salakɛm	salasʃa	3	0.42857142857142855	4	2	1	True	0.42857142857142855	2.5	0.07142857142857142	0
salɪketʊm	saltʃʃetɛ	5	0.5555555555555556	5	2	2	True	0.5555555555555556	4.1	0.0911111111111111	0
salinam	saina	2	0.2857142857142857	5	2	0	True	0.2857142857142857	2	0.05714285714285714	0
saliwarɛ	saloβaɾea	5	0.5555555555555556	4	2	2	True	0.625	3.55	0.08875	0
salɪkɛm	salteʃʊ	4	0.5714285714285714	3	2	2	True	0.5714285714285714	3.1	0.08857142857142858	0
salsam	salsa	1	0.16666666666666666	5	1	0	True	0.16666666666666666	1	0.03333333333333333	0
saltatɪonɛm	saltatsjana	5	0.45454545454545453	7	1	3	False	0.45454545454545453	4.0	0.07272727272727272	0
saltʊm	saltʊm	0	0.0	6	0	0	True	0.0	0	0.0	1
salubrɛm	salubra	2	0.25	6	1	1	True	0.25	1.4	0.034999999999999996	0
salubrɪtatɛm	salubritada	4	0.3333333333333333	8	2	2	True	0.3333333333333333	1.65	0.0275	0
salutɛm	saluda	3	0.42857142857142855	4	2	1	True	0.42857142857142855	1.65	0.04714285714285714	0
salutarɛm	salutaʁa	3	0.3333333333333333	6	2	1	True	0.3333333333333333	1.9	0.042222222222222223	0
salutatɪonɛm	salʊtatsjana	6	0.5	7	1	4	False	0.5	4.4	0.07333333333333333	0
salutarɛ	salutaa	2	0.25	6	1	1	True	0.25	1.4	0.034999999999999996	0
salwɪfɪkʊm	salviflkʊm	3	0.3	7	1	2	True	0.3	1.25	0.025	0
salwarɛ	salvaa	3	0.42857142857142855	4	2	1	True	0.42857142857142855	1.65	0.04714285714285714	0
salwʊm	salvʊm	1	0.16666666666666666	5	1	0	True	0.16666666666666666	0.25	0.008333333333333333	0
sambukʊm	saʁukʊm	2	0.25	6	2	0	True	0.25	1.5	0.0375	0
sampsam	sansa	3	0.42857142857142855	4	3	0	True	0.42857142857142855	2.25	0.06428571428571428	0
sanabɪlɛm	sanablea	3	0.3333333333333333	6	1	2	True	0.3333333333333333	2.2	0.04888888888888889	0
sanatɪonɛm	sanasjiʊmna	7	0.6363636363636364	5	2	3	True	0.7	3.7	0.07400000000000001	0
saŋkirɛ	santʃire	4	0.5	4	2	1	True	0.5714285714285714	1.95	0.055714285714285716	0
saŋktɪonɛm	sɑnsjʊm	8	0.8	2	4	4	True	0.8	5.05	0.10099999999999999	0
saŋktɪtatɛm	santitad	6	0.5454545454545454	5	4	2	True	0.5454545454545454	3.75	0.06818181818181818	0
saŋktʊm	sɛntʊ	4	0.5714285714285714	3	3	1	True	0.5714285714285714	2.9	0.08285714285714285	0
sandones	sandona	2	0.25	6	1	1	False	0.25	1.4	0.034999999999999996	0
saŋɡwɪnarɪʊm	saŋɡnɛariʊm	4	0.3333333333333333	9	1	2	True	0.3333333333333333	1.7	0.028333333333333332	0
saŋɡwɪnarɛ	saŋɡɹɛɾara	4	0.4	6	2	2	True	0.4	2.1	0.042	0
saŋɡwɪnɔlɛntʊm	saŋɡnolɑɛntʊm	4	0.2857142857142857	11	1	2	True	0.2857142857142857	2.75	0.039285714285714285	0
saŋɡwɪnosʊm	saŋɡwinaʊsʊm	3	0.25	9	0	2	True	0.2727272727272727	1.2	0.021818181818181816	0
saŋɡwɪsuɡam	saŋɡwizuɡa	3	0.2727272727272727	8	2	1	True	0.2727272727272727	1.25	0.022727272727272728	0
sanɪɛm	sɐnjɨs	4	0.6666666666666666	2	1	3	True	0.6666666666666666	2.35	0.07833333333333334	0
sanarɛ	sanaɹa	2	0.3333333333333333	4	1	1	True	0.3333333333333333	0.65	0.021666666666666667	0
sanʊm	sanətʊm	2	0.2857142857142857	5	0	0	True	0.4	2	0.08	0
sapɪdʊm	sapjid	4	0.5714285714285714	4	1	2	True	0.5714285714285714	2.4	0.06857142857142857	0
sapɪɛntɪam	sapjɛntsa	3	0.3	7	1	2	False	0.3	3.0	0.06	0
sapɛrɛ	saver	3	0.5	3	1	2	True	0.5	1.7	0.056666666666666664	0
saponɛm	sapɔna	3	0.42857142857142855	4	1	2	True	0.42857142857142855	1.4	0.04	0
saporɛm	savaɾa	5	0.7142857142857143	2	3	2	True	0.7142857142857143	3.5	0.1	0
sappɪnʊm	sapɛ	5	0.625	3	3	2	True	0.625	4.2	0.10500000000000001	0
sarkɪnam	sartʃina	4	0.5	5	2	1	False	0.5	2.25	0.05625	0
sarkirɛ	suɾθziɹ	6	0.8571428571428571	2	3	2	True	0.8571428571428571	3.7	0.10571428571428572	0
sarkʊlʊm	sarʃʊm	3	0.375	5	2	1	True	0.375	2.5	0.0625	0
sardɔnykʰa	sardɔnitʃe	4	0.4	6	2	2	True	0.4	1.35	0.027000000000000003	0
sarɡʊm	saɾɡʊm	1	0.16666666666666666	5	1	0	True	0.16666666666666666	1.0	0.03333333333333333	0
sarmɛntʊm	saɾmɑnttʊm	3	0.3	7	1	1	False	0.3333333333333333	2.4	0.05333333333333333	0
sarpɛrɛ	seɾpʊmʎʊm	7	0.7777777777777778	2	2	3	True	1.0	4.9	0.14	0
satɛllɪtɛm	satɛlaita	4	0.4	6	2	2	True	0.4	2.4	0.048	0
satɪarɛ	sasiaga	4	0.5714285714285714	3	2	2	True	0.5714285714285714	1.15	0.032857142857142856	0
satɪram	satiɾa	3	0.42857142857142855	4	2	1	True	0.42857142857142855	2.0	0.05714285714285714	0
satɪrɪkʊm	satiɾika	5	0.5555555555555556	4	2	3	True	0.5555555555555556	2.6	0.05777777777777778	0
satɪsfakɛrɛ	satisfazʃa	5	0.45454545454545453	6	2	3	True	0.45454545454545453	2.9	0.05272727272727273	0
satɪsfaktɪonɛm	satisfatsena	6	0.42857142857142855	8	2	4	False	0.42857142857142855	2.9	0.041428571428571426	0
satiwʊm	stiβʊm	2	0.2857142857142857	5	1	1	True	0.2857142857142857	1.75	0.05	0
satʊrʊm	satrʊm	1	0.14285714285714285	6	0	1	True	0.14285714285714285	1	0.02857142857142857	0
satʊrejam	saʁjɛtdʒʒa	8	0.8	4	3	2	True	0.8888888888888888	6.1	0.13555555555555554	0
satʊrarɛ	satuɾaa	4	0.5	4	2	2	True	0.5	2.8	0.06999999999999999	0
satyrʊm	satira	3	0.42857142857142855	4	1	2	True	0.42857142857142855	1.7999999999999998	0.05142857142857142	0
saksɛʊm	saksiʊ	2	0.2857142857142857	5	1	1	False	0.2857142857142857	1.2	0.03428571428571429	0
saksʊm	sexʊm	3	0.5	3	2	1	True	0.5	1.65	0.055	0
skabɪɛm	skabja	3	0.42857142857142855	4	1	2	True	0.42857142857142855	2.4	0.06857142857142857	0
skalarɛm	skalara	2	0.25	6	1	1	True	0.25	1.4	0.034999999999999996	0
skalpɛllʊm	skalpɛlʊm	1	0.1	9	1	0	True	0.1	1	0.02	0
skalprʊm	ɛskupʁʊm	4	0.5	5	2	1	True	0.5	2.9	0.0725	0
skammonɛam	skamʊmnea	4	0.4	7	1	2	True	0.4	3.2	0.064	0
skammonɪʊm	skamɔnio	5	0.5	5	2	3	True	0.5	2.2	0.044000000000000004	0
skandɛrɛ	skɑddia	5	0.625	3	2	3	False	0.625	2.05	0.05125	0
skandʊlam	skanduɾa	3	0.3333333333333333	6	2	1	False	0.3333333333333333	2.4	0.05333333333333333	0
skapʊlam	skapula	2	0.25	6	1	1	True	0.25	1.4	0.034999999999999996	0
skapʊm	ʃkapʊ	2	0.3333333333333333	4	2	0	True	0.3333333333333333	1.25	0.041666666666666664	0
skarabaɪʊm	ɛskaʁbʊmaxʊm	6	0.5	7	1	2	True	0.6	4.35	0.087	0
skenɪkʊm	sɛnika	5	0.625	3	2	3	True	0.625	2.8	0.06999999999999999	0
skʰɛdam	skɛda	2	0.2857142857142857	5	2	0	True	0.2857142857142857	2	0.05714285714285714	0
skʰɛdʊlam	sadula	5	0.5555555555555556	4	3	2	True	0.5555555555555556	3.8	0.08444444444444445	0
skʰɔlarɛm	ekaʊlaa	6	0.6666666666666666	3	4	2	True	0.6666666666666666	4.6	0.10222222222222221	0
skʰɔlastɪkʊm	skolastikʊm	3	0.25	9	1	2	True	0.25	1.0	0.016666666666666666	0
skɪɛntɪfɪkʊm	ʃjetptifik	9	0.75	3	4	5	False	0.75	4.75	0.07916666666666666	0
skɪndɛrɛ	sɛʃindeɾ	6	0.75	3	2	3	False	0.75	3.1	0.0775	0
skɪntɪllam	sentela	5	0.5	5	3	2	True	0.5	3.0	0.06	0
skɪntɪllarɛ	senttelaa	6	0.5454545454545454	5	3	3	False	0.5454545454545454	4.4	0.08	0
skirɛ	ʃti	4	0.8	1	3	1	True	0.8	2.5	0.1	0
skɪrpʊm	ʃiʁpa	6	0.8571428571428571	1	4	2	True	0.8571428571428571	3.35	0.09571428571428571	0
skɪssɪlɛm	ʃixila	8	0.8888888888888888	1	5	3	True	0.8888888888888888	3.9	0.08666666666666667	0
skɪssɪonɛm	sisjɔ	8	0.8	2	4	4	True	0.8	5.75	0.115	0
skɪurʊm	ʃkjirjtʊlʊm	7	0.6363636363636364	4	1	2	True	1.0	4.65	0.13285714285714287	0
skɔlɔpɛndram	skolopendra	4	0.3333333333333333	8	1	3	False	0.3333333333333333	1.2	0.02	0
skɔmbrʊm	zɡombrʊm	3	0.375	5	2	1	True	0.375	0.75	0.01875	0
skomma	skɔmma	1	0.16666666666666666	5	0	1	False	0.16666666666666666	0.0	0.0	0
skopam	skʊmɐa	4	0.6666666666666666	3	2	1	True	0.6666666666666666	1.9	0.06333333333333332	0
skɔpɛrɛ	skʊmpaɹ	5	0.7142857142857143	3	1	3	True	0.7142857142857143	2.85	0.08142857142857143	0
skopʊlam	skɔpula	3	0.375	5	1	2	True	0.375	1.4	0.034999999999999996	0
skɔpʊlʊm	ekœʎʊm	5	0.625	3	3	2	True	0.625	4.0	0.1	0
skorɪam	skɔɾja	4	0.5714285714285714	3	2	2	True	0.5714285714285714	3.0	0.08571428571428572	0
skɔrpaɪnam	skorpɛna	4	0.4	6	1	3	True	0.4	2.2	0.044000000000000004	0
skɔrtɛam	skɔarts	4	0.5	5	1	2	False	0.5	3.75	0.09375	0
skɔrtɛʊm	eskeɾθʊm	5	0.625	4	2	2	True	0.625	3.85	0.09625	0
skɔtɪam	skɔsja	3	0.42857142857142855	4	2	1	True	0.42857142857142855	2.25	0.06428571428571428	0
skribam	skʁiba	2	0.2857142857142857	5	2	0	True	0.2857142857142857	1.5	0.04285714285714286	0
skrinɪʊm	akʁinɲʊm	3	0.375	5	2	1	True	0.375	2.5	0.0625	0
skriptorɛm	eskɾitʊm	6	0.6	5	3	2	True	0.6	5.2	0.10400000000000001	0
skriptrikɛm	skrittritʃe	4	0.36363636363636365	7	3	1	False	0.36363636363636365	2.5	0.045454545454545456	0
skriptʊm	ekʁitʊm	3	0.375	5	3	0	True	0.375	2.5	0.0625	0
skripturam	skriptuɾa	2	0.2	8	2	0	False	0.2	2.0	0.04	0
skrɔbɛm	skorvuɾə	5	0.625	3	2	2	False	0.7142857142857143	4.4	0.12571428571428572	0
skrofam	skrɔfa	2	0.2857142857142857	5	1	1	True	0.2857142857142857	1.0	0.02857142857142857	0
skrupʊlosʊm	skʁupulzsʊm	3	0.2727272727272727	8	1	2	True	0.2727272727272727	1.9	0.034545454545454546	0
skrutɪnɪʊm	skrutinɲa	4	0.4	6	1	3	True	0.4	2.6	0.052000000000000005	0
skrutarɛ	skrutae	2	0.25	6	1	1	True	0.25	1.2	0.03	0
skrutari	skʁytaa	4	0.5	4	2	2	True	0.5	2.3	0.057499999999999996	0
skʊrram	skura	3	0.42857142857142855	4	2	1	True	0.42857142857142855	2.4	0.06857142857142857	0
skʊrrilɛm	skyʁrila	4	0.4444444444444444	5	2	2	True	0.4444444444444444	2.1	0.04666666666666667	0
skutarɪʊm	skudjeɾʊm	4	0.4444444444444444	5	2	2	True	0.4444444444444444	2.65	0.058888888888888886	0
skʊtɛllam	ekudɛlla	4	0.4444444444444444	5	3	1	True	0.4444444444444444	2.65	0.058888888888888886	0
skʊtɪkam	skudiʃʊm	5	0.625	3	2	3	True	0.625	1.75	0.04375	0
skutʊm	skudʊm	1	0.16666666666666666	5	1	0	True	0.16666666666666666	0.25	0.008333333333333333	0
se	se	0	0.0	2	0	0	True	0.0	0	0.0	1
sɛkalɛ	seɡala	3	0.5	3	1	2	True	0.5	1.1	0.03666666666666667	0
sekɛrnɛrɛ	sakʃotaɾra	7	0.7	3	2	4	True	0.7777777777777778	4.3	0.09555555555555555	0
sɛkarɛ	sɨɡaɾa	4	0.6666666666666666	2	2	2	True	0.6666666666666666	2.3	0.07666666666666666	0
sɛkʊndarɛ	sekondara	3	0.3333333333333333	6	0	3	False	0.3333333333333333	0.7999999999999999	0.017777777777777778	0
sɛkurɛm	sekuɾa	4	0.5714285714285714	3	2	2	True	0.5714285714285714	2.6	0.07428571428571429	0
