ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	LATIN-CORRECT	parsimony_proto1	parsimony_proto2	parsimony_proto3	parsimony_proto4	parsimony_proto5
-	-	-	ruθjo	ʁusʊ	roskɪdʊm	ruθjo	ruθʊo	rusjo	rusʊo	ʁuθjo
rozmaɾin	ʁomaʁɛ̃	rozmarino	rosmaɾino	ʁuʒmɐniɲʊ	rorɛmmarinʊm	rozmaɾino	rozmaɾinʊ	rozmaɛino	rozmarino	rozmanino
rost	ʁɔstʁ	rɔstro	rostɾo	ʁɔʃtɹʊ	rostrʊm	rɔstʁo	rɔstro	rɔstɾo	rɔstɹo	rɔstʁʊ
-	ʁwɛl	rotɛlla	roðiʎa	ʁudɛlɐ	rɔtɛllam	ʁoɛɛlla	ʁoɛɛlaa	ʁoɛɛlɐa	ʁotɛlla	ʁotɛlaa
-	ʁode	rotare	rotaɾ	ʁutaɹ	rɔtarɛ	ʁotare	ʁotaɾe	ʁotaɹe	rotare	rotaɾe
roibə	-	rɔbbia	ruβja	ʁuivɐ	rʊbɪam	ruibəa	ruibia	ruibaa	ruibɐa	ruijəa
-	ʁybikɔ̃	-	-	-	rʊbɪkʊndʊm	ʁybikɔ				
-	-	-	ruβoɾ	ʁuboɹ	rʊborɛm	ruβoɾ	ruβoɹ	ruboɾ	ruboɹ	ʁuβoɾ
-	ʁybʁik	rubrika	ruβɾika	ʁubɹikɐ	rʊbrikam	ʁubʁika	ʁubrika	ʁubɾika	ʁubɹika	rubʁika
ruɡ	-	rovo	-	-	rʊbʊm	ruɡo	ruvo	roɡo	rovo	
-	ʁote	ruttare	rutaɾ	-	rʊktarɛ	ruteare	ruteɾre	ruttare	ruttɾre	rutaare
-	ʁo	rutto	-	ɐʁɔtʊ	ruktʊm	ʁotto	ʁottʊ	ʁoɔto	ʁoɔtʊ	ʁutto
-	ʁyd	rude	ruðo	ʁudɨ	rʊdɛm	ʁude	ʁudo	ʁudɨ	rude	rudo
-	-	rudere	-	-	rudʊs	rudere				
-	-	rufo	rufo	-	rufʊm	rufo				
-	ʁy	ruɡa	ruɣa	ʁuɡɐ	ruɡam	ʁuɡa	ruɡa	ʁuɡɐ	ruɡɐ	ʁuɣa
rudʒʲ	ʁyʒiʁ	rudʒʒire	ruxiɾ	ʁuʒiɹ	ruɡirɛ	rudiʲire	rudiʁire	rudiʒire	rudiɾire	rudiɹire
-	ʁyɡø	-	ruɣoso	-	ruɡosʊm	ʁyɡøso	ʁyɡoso	ʁyɣøso	ʁyɣoso	ʁuɡøso
ruinos	ʁyinø	rovinozo	ruinoso	ʁuinozʊ	rʊinosʊm	ruinoszo	ruinosoo	ruinosʊo	ruinoozo	ruinoooo
-	ʁɔ̃s	rɔmitʃe	romaθa	-	rʊmɪkɛm	rɔmitʃe	rɔmitae	rɔmiθʃe	rɔmiθae	rɔmatʃe
-	ʁymine	ruminare	-	ʁuminaɹ	rumɪnari	ʁuminare	ʁuminaɹe	ʁuminere	ʁumineɹe	ʁyminare
-	ʁymœʁ	rumore	rumoɾ	ʁumoɹ	rumorɛm	ʁumoʁe	ʁumore	ʁumoɾe	ʁumoɹe	rumoʁe
-	-	-	runa	-	runam	runa				
-	ʁye	-	ruiɾ	ʁuiɹ	rʊɛrɛ	ʁuiɾ	ʁuiɹ	ʁueɾ	ʁueɹ	ʁyiɾ
-	-	rupe	rupe	-	rupɛm	rupe				
-	ʁyʃ	-	-	-	rʊskam	ʁyʃ				
-	-	rustikano	-	ʁuʃtikɐ̃nʊ	rustɪkanʊm	rustikano	rustikanʊ	rustikɐno	rustikɐnʊ	ruʃtikano
rutə	ʁy	ruta	ruða	ɐʁudɐ	rutam	rutaɐ	rutəɐ	rutdɐ	ruðaɐ	ruuaɐ
-	ʁabl	-	-	-	rʊtabʊlʊm	ʁabl				
-	-	-	rutilaɾ	ʁutilaɹ	rʊtɪlarɛ	rutilaɾ	rutilaɹ	ʁutilaɾ	ʁutilaɹ	
-	-	-	-	ʁutilʊ	rʊtɪlʊm	ʁutilʊ				
-	-	-	-	ʁɔdʊ	rʊtrʊm	ʁɔdʊ				
-	-	-	saβana	-	sabanʊm	saβana				
-	sabatism	-	-	-	sabbatɪsmʊm	sabatism				
-	sablɔ̃	sabbione	saβlon	-	sabʊlonɛm	sablɔone	sablɔnne	sablione	sablinne	sabloone
-	sabl	sabbia	-	saɪbɹʊ	sabʊlʊm	sabbia	sabbiʊ	sabbɹa	sabbɹʊ	sablia
-	-	dzavɔrra	saβura	sɐbuʁɐ	sabʊrram	szauɔrra	szauɔara	szauɔɐra	szaurrra	szaurara
-	-	sakkarino	-	-	sakkʰarʊm	sakkarino				
səkui	sakyl	sakkulo	-	sakulʊ	sakkʊlʊm	sakullo	sakulʊo	sakuilo	sakuiʊo	sakuulo
sakru	-	sakro	sakɾo	sakɹʊ	sakrʊm	sakro	sakru	sakrʊ	sakɾo	sakɹo
satʃerdot	-	satʃerdɔte	saθeɾðote	sɐsɨɾədɔtɨ	sakɛrdotɛm	satʃerdɔte	satʃerdɔtɨ	satʃɾrdɔte	satʃɾrdɔtɨ	satʃerdote
satʃerdotsiw	sasɛʁdɔs	satʃerdɔtsio	saθeɾðoθjo	sɐsɨɾədɔsjʊ	sakɛrdotɪʊm	satʃerdɔtsiw	satʃerdɔtsio	satʃɾrdɔtsiw	satʃɾrdɔtsio	sasʃerdɔtsiw
-	-	saɡoma	-	-	sakoma	saɡoma				
-	sakʁamɑ̃tal	sakramentale	-	-	sakramɛntalɛm	sakʁamɑtalle	sakʁamɑtaale	sakʁamɑttlle	sakʁamɑttale	sakʁamɑnalle
-	-	sakrario	saɣɾaɾjo	sɐkɹaɾjʊ	sakrarɪʊm	sakraɾjo	sakɾaɾjo	sakɹaɾjo	sakraɾjʊ	sakɾaɾjʊ
-	-	-	-	sɐɡɹɐsɐ̃ʊ̃	sakratɪonɛm	sɐɡɹɐsɐʊ				
-	-	sakrifikale	-	-	sakrɪfɪkalɛm	sakrifikale				
-	sakʁifikatœʁ	sakrifikatore	sakɾifikaðoɾ	sɐkɹifikɐdoɹ	sakrɪfɪkatorɛm	sakʁifikatoʁe	sakʁifikatore	sakʁifikatoɾe	sakʁifikatoɹe	sakrifikatoʁe
sakrifitʃiw	sakʁifis	sakrifitʃo	sakɾifiθjo	sɐkɹifisjʊ	sakrɪfɪkɪʊm	sakrifitʃow	sakrifitjow	sakrifisʃow	sakrifisjow	sakrifitʃiw
-	-	-	-	sɐkɹifikulʊ	sakrɪfɪkʊlʊm	sɐkɹifikulʊ				
-	-	sakrifiko	-	-	sakrɪfɪkʊm	sakrifiko				
sakrileɡ	sakʁilɛʒ	sakrileɡo	sakɾileɣo	sɐkɹilɨɡʊ	sakrɪlɛɡʊm	sakrileɡo	sakrileɡʊ	sakʁileɡo	sakɾileɡo	sakɹileɡo
-	-	-	-	sɐkɹiʃtiɐ	sakrɪstɪam	sɐkɹiʃtiɐ				
sakra	sakʁe	sakrare	-	sɐɡɹaɹ	sakrarɛ	sakrare	sakraɹe	sakʁare	sakʁaɹe	sakɹare
-	-	sjɛpe	seβe	sɛbɨ	saɪpɛm	sjɛpe	sjɛee	sjɛɨe	sjβpe	sjβee
-	-	-	-	sɛtʊ	saɪptʊm	sɛtʊ				
-	swa	seta	seða	sɛtɐ	saɪtam	seta	setɐ	seaa	seða	swta
-	seviʁ	-	-	-	saɪwirɛ	seviʁ				
-	-	saɡa	-	-	saɡam	saɡa				
sədʒetar	saʒitɛʁ	sadʒittario	saxitaɾjo	sɐʒitaɾjʊ	saɡɪttarɪʊm	sadittɾjrio	sadittɾjoio	sadittɾjʊio	saditaɾjrio	saditaɾjoio
sədʒeta	-	saettare	-	sɐʒitaɹ	saɡɪttarɛ	sədʒtaae	sədʒtare	sədʒtaɹe	sədttaae	sədttare
-	sɔm	salma	-	-	saɡmam	sɔmma	sɔlma	samma	salma	
-	sɔmje	somiɛre	-	sumeɪɾʊ	saɡmarɪʊm	sɔmjere	sɔmjerʊ	sɔmjeɾe	sɔmjeɾʊ	sɔmjɛre
-	saɡɔklamid	-	-	-	saɡɔkʰlamydɛm	saɡɔklamid				
-	salasite	-	salaθiðad	sɐlɐsidadɨ	salakɪtatɛm	salasitadɨ	salasiðadɨ	salasidadɨ	salasitedɨ	salasiðedɨ
salaɾiw	salɛʁ	salario	salaɾjo	sɐlaɾjʊ	salarɪʊm	salaɾio	salaɾjo	salaɾiw	salaɾiʊ	salaɾjw
-	salas	salatʃe	-	-	salakɛm	salasʃe	salatʃe			
səltʃet	sosɛ	salitʃeto	salθeðo	-	salɪketʊm	saltʃetto	saltʃeeto	saltʃeoto	saltʃʃtto	saltʃʃeto
səninə	-	salina	salina	sɐlinɐ	salinam	salina	salinə	salinɐ	səlina	sɐlina
-	-	salivare	saliβaɾ	-	saliwarɛ	salivare	salivaɾe	saliβare	saliβaɾe	
saltʃje	-	salitʃe	salθe	sɑlɡeɪɾʊ	salɪkɛm	saltejeʊ	salteʃeʊ	salteɪeʊ	saliejeʊ	salieʃeʊ
-	-	salsa	salsa	sɑlsɐ	salsam	salsa	salsɐ	sɑlsa	sɑlsɐ	
saltatsje	saltasjɔ̃	saltatsione	saltaθjon	-	saltatɪonɛm	saltatsjene	saltatsjone	saltatsjnne	saltatsɔene	saltatsɔone
salt	so	salto	soto	sowtʊ	saltʊm	solto	soltʊ	sotto	sottʊ	sowto
-	salybʁ	salubre	saluβɾe	sɐlubɹɨ	salubrɛm	salubʁe	salubre	salubɾe	salubɹe	salubʁɨ
-	salybʁite	salubrita	saluβɾiðad	sɐlubɹidadɨ	salubrɪtatɛm	salubʁitadɨ	salubritadɨ	salubɾitadɨ	salubɹitadɨ	salubʁiðadɨ
salut	saly	salute	salud	sɐudɨ	salutɛm	salute	salude	saluɨe	salyte	saldte
-	salytɛʁ	salutare	-	sɐlutaɹ	salutarɛm	salutaʁe	salutare	salutaɹe	salutɛʁe	salutɛre
salutatsje	salytasjɔ̃	salutatsione	saluðaθjon	saʊdɐsɐ̃ʊ̃	salutatɪonɛm	salutatsjene	salutatsjone	salutatsjnne	salutatsɔene	salutatsɔone
-	salye	salutare	saluðaɾ	saʊdaɹ	salutarɛ	salueare	salueaɾe	salutare	salutaɾe	saluðare
-	-	salvifiko	-	-	salwɪfɪkʊm	salvifiko				
salva	sove	salvare	salβaɾ	sɑlvaɹ	salwarɛ	salvare	salvaɾe	salvaɹe	saleare	saleaɾe
-	sof	salvo	salβo	sɑlvʊ	salwʊm	salvo	salvʊ	salβo	solvo	sɑlvo
sok	syʁo	sambuko	saβuko	sɐbukʊ	sambukʊm	sakukko	sakukoo	sakukʊo	saʁukko	saʁukoo
-	-	sansa	-	-	sampsam	sansa				
-	-	sanabile	sanaβle	-	sanabɪlɛm	sanabile	sanabiee	sanablle	sanablee	sanaβile
-	sanasjɔ̃	sanatsione	sanaθjon	-	sanatɪonɛm	sanasjɔone	sanasjɔnne	sanasjione	sanasjinne	sanasjoone
-	-	santʃire	-	-	saŋkirɛ	santʃire				
-	sɑ̃ksjɔ̃	-	sanθjon	sɐ̃ŋsɐ̃ʊ̃	saŋktɪonɛm	sɑksjɔn	sɑksjon	sɑksjʊn	sɑnsjɔn	sɑnsjon
-	sɛ̃tte	santita	santiðad	sɐ̃ŋtidadɨ	saŋktɪtatɛm	santitadɨ	santiðadɨ	santidadɨ	sattitadɨ	sattiðadɨ
sɨnt	sɛ̃	santo	santo	sɐ̃ŋtʊ	saŋktʊm	santo	santʊ	sɨnto	sɛnto	sɐnto
-	-	sandone	-	-	sandones	sandone				
-	sɑ̃ɡinɛʁ	saŋɡwinario	saŋɡinaɾjo	-	saŋɡwɪnarɪʊm	saŋɡnɛʁario	saŋɡnɛʁaroo	saŋɡnɛʁajio	saŋɡnɛʁajoo	saŋɡnɛʁɾrio
sɨŋdʒeɾa	sɛɲe	saŋɡwinare	saŋɡɾaɾ	sɐ̃ŋɡɹaɹ	saŋɡwɪnarɛ	saŋɡʒaɾare	saŋɡwaɾare	saŋɡɾaɾare	saŋɡɹaɾare	saŋɡʒanare
-	sɑ̃ɡinolɑ̃	saŋɡwinolɛnto	saŋɡinolɛnto	-	saŋɡwɪnɔlɛntʊm	saŋɡnolɑlɛnto	saŋɡnolɑlɛnoo	saŋɡnolɑlɛtto	saŋɡnolɑlɛtoo	saŋɡnolɑlnnto
sɨŋdʒeɾos	-	saŋɡwinozo	saŋɡinoso	sɐ̃ŋɡwinozʊ	saŋɡwɪnosʊm	saŋɡwinozo	saŋɡwinozʊ	saŋɡwinoso	saŋɡwinosʊ	saŋɡwinooo
-	-	saŋɡwizuɡa	-	-	saŋɡwɪsuɡam	saŋɡwizuɡa				
-	-	-	sanjes	sɐ̃njɨ	sanɪɛm	sanjes	sanjɨs	sɐnjes	sɐnjɨs	
-	-	sanare	sanaɾ	sɐɾaɹ	sanarɛ	sanare	sanaɾe	sanaɹe	saɾare	saɾaɾe
sənətos	sɛ̃	sano	sano	sɐ̃ʊ̃	sanʊm	sanotos	sanətos	sənotos	sɛnotos	sɐnotos
-	sapid	-	saβjo	sabjʊ	sapɪdʊm	sapjd	sapjo	sapjʊ	saβjd	saβjo
sapjentsə	sapjɑ̃s	sapjɛntsa	sapjɛnθja	-	sapɪɛntɪam	sapjɛntsa	sapjɛntsə	sapjɛntja	sapjɛnθsa	sapjentsa
-	savwaʁ	sapere	saβeɾ	sɐbeɹ	sapɛrɛ	saveaʁ	saveae	saverʁ	savere	saveɾʁ
səpun	savɔ̃	sapone	xaβon	sɐbɐ̃ʊ̃	saponɛm	sapone	sapune	sapɔne	sapɐne	savone
savɔaɾe	savœʁ	sapore	saβoɾ	sɐboɹ	saporɛm	savoaɾe	savoaee	savoʁɾe	savoʁee	savorɾe
-	sapɛ̃	-	-	-	sappɪnʊm	sapɛ				
sartʃinə	-	sartʃina	saɾθina	-	sarkɪnam	sartʃinə	sartʃina	sartʃiaə	sartʃiaa	sartʃnnə
-	-	-	suɾθiɾ	sɨɾəziɹ	sarkirɛ	suɾθiɾɹ	suɾθiiɹ	suɾθzɾɹ	suɾθziɹ	suɾəiɾɹ
-	-	sarkio	satʃo	saʃʊ	sarkʊlʊm	sarkio	sarkoo	sarʃio	sarʃoo	sarʊio
-	-	sardɔnitʃe	-	-	sardɔnykʰa	sardɔnitʃe				
-	saʁ	saɾaɡo	saɾɣo	saɾəɡʊ	sarɡʊm	saɾaɡo	saɾaɡʊ	saɾɣɡo	saɾɣɡʊ	saɾəɡo
-	saʁmɑ̃	sarmento	saɾmjɛnto	sɐɾəmeɪŋtʊ	sarmɛntʊm	saɾmɑntooʊ	saɾmɑntotʊ	saɾmɑnttoʊ	saɾmɑntttʊ	saɾmɑntŋoʊ
-	-	-	seɾpoʎo	-	sarpɛrɛ	seɾpoʎo				
-	satɛlit	satɛllite	satelite	-	satɛllɪtɛm	satɛlitte	satɛlitee	satɛliite	satɛliiee	satɛlltte
-	ʁasazje	-	saθjaɾ	sɐsiaɹ	satɪarɛ	sasaaje	sasaaɾe	sasaaɹe	sasjaje	sasjaɾe
-	-	satira	-	satiɾɐ	satɪram	satira	satirɐ	satiɾa	satiɾɐ	
-	satiʁik	satiriko	satiɾiko	sɐtiɾikʊ	satɪrɪkʊm	satiɾiko	satiɾikʊ	satiʁiko	satiriko	satiʁikʊ
satisfatʃe	-	-	-	sɐtiʃfɐzeɹ	satɪsfakɛrɛ	satisfatʃe	satisfatʃɹ	satisfatee	satisfateɹ	satisfazʃe
satisfaktsie	satisfaksjɔ̃	soddisfatsione	satisfakθjon	sɐtiʃfɐsɐ̃ʊ̃	satɪsfaktɪonɛm	satisfaktsiene	satisfaktsione	satisfaktsinne	satisfaktjiene	satisfaktjione
-	-	-	satiβo	-	satiwʊm	satiβo				
-	-	saturo	-	-	satʊrʊm	saturo				
-	saʁjɛt	santoredʒʒa	-	-	satʊrejam	saʁjɛtedʒʒa	saʁjɛredʒʒa	saʁjotedʒʒa	saʁjoredʒʒa	saʁtɛtedʒʒa
satuɾa	satyʁe	saturare	satuɾaɾ	sɐtuɾaɹ	satʊrarɛ	satuɾare	satuɾaɾe	satuɾaɹe	satuʁare	satuʁaɾe
satir	satiʁ	satiro	satiɾo	satiɾʊ	satyrʊm	satiro	satiɾo	satirʊ	satiɾʊ	satiʁo
-	-	-	-	saksiʊ	saksɛʊm	saksiʊ				
-	-	sasso	saxo	seɪʃʊ	saksʊm	sasso	sassʊ	sasoo	sasoʊ	sasʃo
skabje	-	skabbia	-	-	skabɪɛm	skabjea	skabjia	skabbea	skabbia	
skalar	ɛskalje	skalare	eskalaɾ	ʃkɐleɪɾɐ	skalarɛm	skalareɐ	skalarɾɐ	skallreɐ	skallrɾɐ	skklareɐ
-	-	skalpɛllo	eskalpelo	ʃkɑlpɛlʊ	skalpɛllʊm	skalpɛllo	skklpɛllo	skɑlpɛllo	ekalpɛllo	ekklpɛllo
-	ɛskupʁo	-	eskoplo	ʃkɔpɹʊ	skalprʊm	ɛskupʁo	ɛskuplo	ɛskupʊo	ɛskopʁo	ɛskoplo
-	-	skamonea	-	-	skammonɛam	skamonea				
-	-	skamɔnio	-	-	skammonɪʊm	skamɔnio				
-	skɑ̃de	skandire	eskandiɾ	ʃkɐ̃ŋdiɹ	skandɛrɛ	skɑddire	skɑddirɾ	skɑddiie	skɑddiiɾ	skɑddiɹe
skɨnduɾə	-	skandola	eskanda	-	skandʊlam	skɨnduɾə	skɨnduɾa	skɨndulə	skɨndula	skɨnduaə
skapulə	-	skapola	eskapula	ʃkapulɐ	skapʊlam	skapuləa	skapulaa	skapulla	skapulɐa	skapoləa
-	-	-	-	ʃkapʊ	skapʊm	ʃkapʊ				
-	ɛskaʁbo	skaɾabɛo	eskaɾaβaxo	ʃkɐɾɐveʎʊ	skarabaɪʊm	ɛskaʁbooxo	ɛskaʁbooʊo	ɛskaʁboaxo	ɛskaʁboaʊo	ɛskaʁboʎxo
-	senik	ʃɛniko	-	-	skenɪkʊm	seniko	sɛniko	ʃeniko	ʃɛniko	
-	-	skɛda	-	-	skʰɛdam	skɛda				
-	sedyl	-	θeðula	sɛdulɐ	skʰɛdʊlam	sedula	sedulɐ	sedyla	sedylɐ	seðula
-	ekolje	skolaro	eskolaɾ	ʃkulaɹ	skʰɔlarɛm	ekolaeo	ekolaeɾ	ekolaro	ekolarɾ	ekolaao
-	skolastik	skolastiko	eskolastiko	-	skʰɔlastɪkʊm	skolastikoo	skolastikko	skolastiioo	skolastiiko	skolasttkoo
ʃtijntsifik	sjɑ̃tifik	ʃentifiko	θjentifiko	sieɪŋtifikʊ	skɪɛntɪfɪkʊm	ʃjetitiifik	ʃjetitiifiʊ	ʃjetitiifok	ʃjetitiifoʊ	ʃjetitiifkk
stʃinda	sɛ̃de	ʃindere	esθindiɾ	siŋdiɹ	skɪndɛrɛ	siʃindaɾ	siʃindeɾ	siʃindiɾ	siʃdndaɾ	siʃdndeɾ
skɨnteje	etɛ̃sɛl	ʃintilla	θenteʎa	seɪŋteʎɐ	skɪntɪllam	sentteje	sentteja	senttejɐ	senttele	senttela
skɨnteja	etɛ̃sle	ʃintillare	θenteʎaɾ	seɪŋtɨʎaɹ	skɪntɪllarɛ	senttejare	senttejaɹe	senttelare	senttelaɹe	sentteaare
ʃti	-	-	-	-	skirɛ	ʃti				
-	siʁp	ʃirpo	-	-	skɪrpʊm	siʁpo	sirpo	ʃiʁpo	ʃirpo	
-	-	ʃissile	-	-	skɪssɪlɛm	ʃissile				
-	sisjɔ̃	-	-	-	skɪssɪonɛm	sisjɔ				
ʃtjur	ekyʁœj	skoiattolo	eskilo	ʃkilʊ	skɪurʊm	ʃkjirjtolo	ʃkjirttolo	ʃkjirotolo	ʃkjiœjtolo	ʃkjiœttolo
skolopendrə	-	skolopendra	eskolopɛndɾa	-	skɔlɔpɛndram	skolopendrəa	skolopendraa	skolopendrɾa	skolopenddəa	skolopenddaa
-	-	zɡombro	-	-	skɔmbrʊm	zɡombro				
-	-	skɔmma	-	-	skomma	skɔmma				
-	-	skopa	eskoβa	ʃkovɐ	skopam	skopaa	skopβa	skopɐa	skooaa	skooβa
-	-	skopare	eskoβaɾ	ʃkuvaɹ	skɔpɛrɛ	skopare	skoparɾ	skopaae	skopaaɾ	skopaɹe
-	-	skɔpula	-	-	skopʊlam	skɔpula				
-	ekœj	skɔʎo	eskoʎo	ʃkoʎʊ	skɔpʊlʊm	ekœʎoo	ekœʎʎo	ekœʎʊo	ekɔʎoo	ekɔʎʎo
skɔaɾe	skoʁi	skɔria	eskoɾja	ʃkɔɾjɐ	skorɪam	skɔaɾea	skɔaɾaa	skɔaɾja	skɔaɾɐa	skɔaiea
-	-	skorpɛna	-	-	skɔrpaɪnam	skorpɛna				
skɔartsə	ekɔʁs	skɔrtsa	-	-	skɔrtɛam	skɔartsə	skɔartaə	skɔarssə	skɔarsaə	skɔastsə
-	-	-	eskweɾθo	-	skɔrtɛʊm	eskweɾθo				
skotsja	ekɔs	skɔtsia	eskoθja	ʃkɔsjɐ	skɔtɪam	skɔtsja	skɔssja	ekɔtsja	ekɔssja	skɔtsia
-	skʁib	skriba	eskɾiβa	ʃkɹibɐ	skribam	skʁibaa	skʁibβa	skʁibɐa	skribaa	skribβa
-	ekʁɛ̃	skriɲɲo	-	ʃkɹinjʊ	skrinɪʊm	ekʁiɲɲo	ekʁiɲɲʊ	ekʁiɲjo	ekʁiɲjʊ	ekʁinɲo
-	-	-	eskɾitoɾ	-	skriptorɛm	eskɾitoɾ				
-	-	skrittritʃe	-	-	skriptrikɛm	skrittritʃe				
-	ekʁi	-	eskɾito	ʃkɹitʊ	skriptʊm	ekʁiito	ekʁiiʊo	ekʁitto	ekʁitʊo	ekkiito
skriptuɾə	ekʁityʁ	skrittura	eskɾituɾa	ʃkɹituɾɐ	skripturam	skrittuɾa	ekrittuɾa	skrittuɾə	ekrittuɾə	skrittura
skorbuɾə	-	-	-	-	skrɔbɛm	skorbuɾə				
skrɔafə	-	skrɔfa	-	-	skrofam	skrɔafə	skrɔaaə	skrɔffə	skrɔfaə	
-	skʁypylø	skrupulozo	eskɾupuloso	ʃkɹupulozʊ	skrupʊlosʊm	skʁupulozoo	skʁupulozso	skʁupulozʊo	skrupulozoo	skrupulozso
-	-	skrutinio	eskuðɾiɲaɾ	ʃkɹutinjʊ	skrutɪnɪʊm	skrutinioɾ	skrutiniaɾ	skrutiniʊɾ	skrutinɲoɾ	skrutinɲaɾ
-	-	skrutare	eskɾutaɾ	-	skrutarɛ	skrutare	skrutarɾ	skrutaae	skrutaaɾ	skruttre
-	skʁyte	-	eskɾutaɾ	ʃkɹutaɹ	skrutari	skʁyteaɾ	skʁyteɹɾ	skʁyttaɾ	skʁyttɹɾ	skʁytaaɾ
-	-	-	eskura	ʃkuʁɐ	skʊrram	eskura	eskuɐa	eskʁra	eskʁɐa	esuura
-	skyʁil	skurrile	-	-	skʊrrilɛm	skyʁille	skyʁiile	skyʁrlle	skyʁrile	skyrille
skutjer	ekyije	skudiɛro	eskuðeɾo	ʃkudeɪɾʊ	skutarɪʊm	skudjero	skudjeɾo	ekudjero	ekudjeɾo	skudjerʊ
-	ekyɛl	skodɛlla	eskuðiʎa	ʃkudɛlɐ	skʊtɛllam	ekydɛlla	ekydɛlʎa	ekydɛlɐa	ekodɛlla	ekodɛlʎa
-	-	skudiʃo	-	-	skʊtɪkam	skudiʃo				
skut	eky	skudo	eskuðo	ʃkudʊ	skutʊm	skudoo	skudðo	skudʊo	ekudoo	ekudðo
se	si	se	se	sɨ	se	se	si	sɨ		
sekaɾə	sɛɡl	seɡale	-	-	sɛkalɛ	seɡaɾə	seɡaɾe	seɡalə	seɡale	seɡlɾə
-	sekʁete	setʃɛrnere	sekɾetaɾ	sɛkɹɨtaɹ	sekɛrnɛrɛ	sekʁetaere	sekʁetaɾre	sekʁetaɹre	sekʃetaere	sekʃetaɾre
-	sje	seɡare	seɣaɾ	sɨɡaɹ	sɛkarɛ	seɡare	seɡaɾe	seɡaɹe	seeare	seeaɾe
-	-	sekondare	-	-	sɛkʊndarɛ	sekondare				
sekuɾe	-	skure	seɣuɾ	seɡuɾɨ	sɛkurɛm	sekuɾe	sekuɾɨ	seuuɾe	seuuɾɨ	seɣuɾe
siɡur	syːʁ	-	-	-	sekurʊm	siɡur	siɡʁr	siːur	siːʁr	syɡur
ʃedea	swaʁ	sedere	sentaɾ	seɪŋtaɹ	sɛderɛ	sedeaeɹ	sedeaɾɹ	sedeaaɹ	sedereɹ	sederɾɹ
-	-	sɛde	seðe	sedɨ	sedɛm	sede	sedɨ	seðe	sɛde	seðɨ
-	-	sedare	seðaɾ	sɨdaɹ	sedarɛ	sedare	sedaɾe	sedaɹe	seðare	seðaɾe
-	-	-	-	sɛdulʊ	sedʊlʊm	sɛdulʊ				
-	-	-	-	seɡnisjɐ	sɛŋnɪtɪam	seɡnisjɐ				
-	seɡʁeʒe	seɡreɡare	seɣɾeɣaɾ	seɡɹɨɡaɹ	seɡrɛɡarɛ	seɡʁeɡare	seɡʁeɡaɾe	seɡʁeɡaɹe	seɡreɡare	seɡreɡaɾe
-	-	seme	semen	-	semɛn	semen				
-	-	-	semifoɾme	-	semɪformɛm	semifoɾme				
-	-	semiminima	-	-	semɪmɪnɪmam	semiminima				
-	-	-	-	seɪmpiteɾənidadɨ	sɛmpɪtɛrnɪtatɛm	seɪmpiteɾənidadɨ				
-	-	sempitɛrno	sempiteɾno	seɪmpitɛɾənʊ	sɛmpɪtɛrnʊm	sempitɛrnonʊ	sempitɛɾnonʊ	sempitɛɛnonʊ	sempiternonʊ	sempiteɾnonʊ
senat	sena	senato	senaðo	senadʊ	sɛnatʊm	senato	senatʊ	senaðo	senado	senaðʊ
-	-	-	θuθon	-	sɛnɛkɪonɛm	θuθon				
-	-	senetta	-	-	sɛnɛktam	senetta				
-	-	senettute	senektud	-	sɛnɛktʊm	senettute	senettude	senektute	senektude	
-	-	sene	sene	-	sɛnɛm	sene				
senzatsje	sɑ̃sasjɔ̃	sensatsione	sensaθjon	seɪŋsɐsɐ̃ʊ̃	sensatɪonɛm	sensatsjene	sensatsjone	sensatsjnne	sensatsjʊne	sensatsiene
-	-	sensato	-	-	sensatʊm	sensato				
senzwalitate	sɑ̃syalite	sensualita	senswaliðad	seɪŋsuɐlidadɨ	sɛnsʊalɪtatɛm	senswalitateɨ	senswalitatdɨ	senswalitadeɨ	senswalitaddɨ	senswalitaaeɨ
sens	sɑ̃s	sɛnso	seso	seɪŋsʊ	sensʊm	sensoʊ	senssʊ	sessoʊ	sesssʊ	senooʊ
simtsʲ	sɑ̃tiʁ	sentire	sentiɾ	seɪŋtiɹ	sɛntirɛ	sentiʲe	sentiʲɹ	sentire	sentirɹ	sentiɾe
sepaɾa	sepaʁe	sepaɾare	sepaɾaɾ	sepɐɾaɹ	separarɛ	sepaɾare	sepaɾaɾe	sepaɾaɹe	sepaɾere	sepaɾeɾe
-	ɑ̃səvliʁ	seppellire	sepultaɾ	sepuwtaɹ	sɛpɛlirɛ	sepultaire	sepultaɾre	sepultaɹre	sepultʁire	sepultʁɾre
-	sɛʃ	-	-	-	sepɪam	sɛʃ				
-	-	settɛnne	-	-	sɛptɛnnɛm	settɛnne				
septentrjon	sɛptɑ̃tʁiɔ̃	settentrione	sepptentɾion	seteɪŋtɹiɐ̃ʊ̃	sɛptɛntrɪonɛm	septentrione	septentrionn	septentriooe	septentrioon	septentrioʊe
septentrjonal	sɛptɑ̃tʁional	settentrionale	sepptentɾional	seteɪŋtɹiunɑl	sɛptɛntrɪonalɛm	septentrionale	septentrionall	septentrionlle	septentrionlll	septentrionnle
-	sɛptik	-	-	-	septɪkʊm	sɛptik				
