word,language,top_1_transformation,top_1_score,top_2_transformation,top_2_score
pɛʁʃ,french,pɛʁʃ,-6.094300798654334,,
peɾka,spanish,peɾka,-3.7560329464245883,,
peɾəkɐ,portuguese,peɾəkɐ,-4.085128452821054,,
peɾθepptoɾ,spanish,peɾθepptʊmɾ,-1.8784307839210517,peɾθepptoɾ,-2.056689435902032
pɛʁkolasjɔ̃,french,pɛʁkolasjɔ̃,-2.962575877453821,pɛʁkolasliɔ̃,-3.012575877453821
perkolatsione,italian,perkolatsiʊmne,-3.241951752777892,perkolatsiʊmnea,-3.253032512842589
pɛʁkole,french,pɛʁkaʊla,-3.162998071028791,pɛʁkola,-3.235600393121123
perkolare,italian,perkolarea,-3.4425412731917913,perkaʊlarea,-3.4895870612943596
peɾəkulaɹ,portuguese,peɾəkulaɹ,-3.686658860524584,,
pɾeɣuntaɾ,spanish,pɾeɣuntaɾ,-2.77233211850013,,
peɾəɡũŋtaɹ,portuguese,peɾəɡũŋtaɹ,-3.02191802677763,,
paʁkuʁiʁ,french,paʁkuʁiʁ,-4.994305028055929,,
perkɔrrere,italian,perkɔrrerea,-5.036826725473627,perkɔrrere,-5.041608910946071
peɾkoreɾ,spanish,peɾkaʊreɾ,-4.553702957752485,peɾkoreɾ,-4.618113308930229
peɾəkuʁeɹ,portuguese,peɾəkuʁeɹ,-4.543294415460397,,
pɛʁkysjɔ̃,french,pɛʁkysliɔ̃,-2.0094379124341,pɛʁkysjɔ̃,-2.0594379124341002
peɾkusoɾ,spanish,peɾkusʊmɾ,-2.6203330491568577,peɾkusoɾ,-2.6912507300797017
peɾəkusoɹ,portuguese,peɾəkusoɹ,-2.5756240518579174,,
pɛʁkyte,french,pɛʁkyta,-3.212728733674547,pɛʁkytaa,-3.2736578042067372
peɾkutiɾ,spanish,peɾkutiɾ,-3.3368115028023526,,
peɾəkutiɹ,portuguese,peɾəkutiɹ,-3.025825053807473,,
pɛʁdʁi,french,pɛʁdʁi,-4.43032793809391,,
peɾðiθ,spanish,peɾðiθ,-4.089882890383304,,
pɨɾədiʃ,portuguese,pɨɾədiʃ,-3.687882536551684,,
pjerde,romanian,pjerde,-6.410153748072812,qʊjerde,-7.314409089027514
pɛʁdʁ,french,pɛʁdʁ,-6.4262380871492235,,
pɛrdere,italian,pɛrderea,-5.9980348985963765,pɛrdere,-6.070375742176996
peɾðeɾ,spanish,peɾðeɾ,-7.169630682700225,,
pɨɾədeɹ,portuguese,pɨɾədeɹ,-5.9914009007287286,,
perdurre,italian,perdurrea,-1.4772209480904839,perdurreʊm,-1.527220948090484
pereɡrinare,italian,pereɡrinarea,-3.088104166201447,pereɡrinare,-3.183965045057573
peɾeɣɾinaɾ,spanish,peɾeɣɾinaɾ,-3.2824035882469875,,
peɾɨɡɹinaɹ,portuguese,peɾɨɡɹinaɹ,-3.141608538540845,,
paʁfɛʁ,french,paʁfɛʁ,-1.933490561104079,,
pɛʁfid,french,pɛʁfid,-3.218572154346079,,
pɛrfido,italian,pɛrfidʊm,-3.137022500330706,pɛrfidʊma,-3.662983109810357
peɾfiðo,spanish,peɾfiðʊm,-3.921486595154052,peɾfiðʊma,-4.388749180434708
pɛɾəfidʊ,portuguese,pɛɾəfidʊ,-3.705111280983292,,
pɨrɡje,romanian,pɨrɡje,-2.5463877156524384,qʊɨrɡje,-3.0875082683390964
pɛrɡola,italian,pɛrɡola,-2.2463877156524386,pɛrɡaʊla,-2.2963877156524384
peʁiklite,french,paʁiklpta,-3.3707911037246614,peʁiklpta,-3.399079427400048
periklitare,italian,periklitarea,-4.148044160370046,periklitare,-4.307578600223527
peɾiklitaɾ,spanish,peɾiklitaɾ,-3.953077912954874,,
peɾiklitaɹ,portuguese,peɾiklqʊtaɹ,-3.4173134934335234,peɾiklctaɹ,-3.73374497917129
peɾikulos,romanian,peɾikulaʊs,-4.924833752937194,peɾikulos,-5.352667124447079
peʁijø,french,peʁiliø,-6.359122590576215,peʁijø,-6.491444147370169
perikolozo,italian,perikolozʊm,-4.903441974606487,perikaʊlozʊm,-4.930627296840316
peliɣɾoso,spanish,peliɣɾosʊm,-6.00199593080093,peliɣɾaʊsʊm,-6.128078237258369
peɾiɡozʊ,portuguese,peɾiɡozʊ,-5.225023043575895,,
peʁime,french,paʁima,-2.0970152418392347,peʁima,-2.2938430518031514
peɾimiɾ,spanish,peɾimiɾ,-2.5352364546594326,,
peristilio,italian,peristilio,-1.38258146374831,peristiliʊm,-1.4325814637483099
peritsia,italian,peritsia,-2.120368128650429,peritsiaa,-2.3935116799646385
peɾisjɐ,portuguese,peɾisjɐ,-2.686116485618568,,
perito,italian,peritʊm,-1.998255129827234,peritʊma,-2.4444178452730845
peɾito,spanish,peɾitʊm,-2.0768968778305483,peɾitʊma,-2.524518808477687
peɾitʊ,portuguese,peɾitʊ,-2.5655466269372944,peɾctʊ,-2.9490029224221135
perdʒurio,italian,perdʒuriʊm,-2.0935352574741275,perdʒurio,-2.157945608651872
peɾəʒuɾjʊ,portuguese,peɾəʒuɾjʊ,-2.769118909249997,,
perdʒuro,italian,perdʒurʊm,-2.0525850929940455,perdʒuroʊm,-2.315678308454754
peɾəʒuɾʊ,portuguese,peɾəʒuɾʊ,-2.6250579488461043,,
permanɛre,italian,permanɛrea,-2.874775480894444,permanɛreʊm,-2.9959292411507343
peɾmaneθeɾ,spanish,peɾmaneθeɾ,-3.472904106135844,,
peɾəmɐnɨseɹ,portuguese,peɾəmɐnɨseɹ,-3.5067267862568325,,
permisje,romanian,permisje,-3.7485028838596395,qʊermisje,-4.51085142046688
pɛʁmisjɔ̃,french,pɛʁmisjɔ̃,-4.529521234631773,pɛʁmisliɔ̃,-4.782232747128775
permissione,italian,permissiʊmne,-4.5352327058393564,permissiʊmnea,-4.790726314732258
peɾmisjon,spanish,peɾmisjʊmn,-4.090416537855839,peɾmisliʊmn,-4.287797856920301
peɾəmisɐ̃ʊ̃,portuguese,peɾəmisɐ̃ʊ̃,-5.306484614268997,,
permite,romanian,permite,-3.83382459000911,permlite,-4.547013583028264
pɛʁmɛtʁ,french,pɛʁmɛtʁ,-5.216596794953837,,
permettere,italian,permeptere,-4.571364498961385,permepterea,-4.620497818887134
peɾmitiɾ,spanish,peɾmitiɾ,-4.528361787129731,,
peɾəmitiɹ,portuguese,peɾəmctiɹ,-4.9652857307220675,peɾəmitiɹ,-5.039911414443182
pjeɾna,spanish,pjeɾna,-2.8096562170801813,plieɾna,-3.0998625536434363
pɛɾənɐ,portuguese,pɛɾənɐ,-3.00805020110221,,
pernitʃe,italian,pernitʃe,-1.6594379124341003,,
pernitʃozo,italian,pernitʃozo,-3.4468373663379124,,
peɾniθjoso,spanish,peɾniθjosʊm,-3.1351663427993977,peɾniθjʊmsʊm,-3.260072379265121
peɾənisiozʊ,portuguese,peɾənisiozʊ,-3.4296203463218946,,
perone,italian,perʊmnea,-1.2135885922613585,perʊmneʊm,-1.2635885922613586
prepiŋdʒe,romanian,prepiŋdʒe,-1.7094379124341001,preplŋdʒe,-1.7094379124341001
pɛʁpetʁe,french,pɛʁpetʁa,-2.8283224213764964,pɛʁpatʁa,-2.860574465213684
perpetrare,italian,perpetrarea,-2.9402890502315175,perpetrare,-3.0130642275310615
peɾpetɾaɾ,spanish,peɾpetɾaɾ,-3.29571499954585,,
perpetuatsione,italian,perpetuatsiʊmne,-3.848481821671097,perpetuatsiʊmnea,-3.910327484772587
peɾpetwaθjon,spanish,peɾpetwaθjʊmn,-3.8325331355951944,peɾpetwaθliʊmn,-4.031239841207643
peɾəpɨtuɐsɐ̃ʊ̃,portuguese,peɾəpɨtuɐsɐ̃ʊ̃,-4.4132699628964245,,
pɛʁpetyite,french,pɛʁpatyita,-3.502961894895398,pɛʁpetyita,-3.544057680262219
perpetuita,italian,perpetuita,-3.0542871363475346,perpetuitaa,-3.101137484136232
peɾpetwiðad,spanish,peɾpetwiðad,-3.977141952870701,,
peɾəpɨtuɪdadɨ,portuguese,peɾəpɨtuɪdadɨ,-4.567362387192617,,
peɾkiɾiɾ,spanish,peɾkiɾiɾ,-2.3779611565094014,,
peɾəkiɾiɹ,portuguese,peɾəkiɾiɹ,-2.3524805005437073,,
perskrutare,italian,perskrutarea,-2.633399092642068,perskrutare,-2.779770415227874
peskuðaɾ,spanish,peskuðaɾ,-2.490926271552447,,
pjersika,romanian,pjersika,-1.5594379124341002,pjerslika,-1.6094379124341003
pɛʁsekytœʁ,french,pɛʁsekytœʁ,-3.3249111719695272,pɛʁsakytœʁ,-3.4712398260621358
persekutore,italian,persekutʊmre,-2.9551971321198036,persekutorea,-3.018962644991915
peɾsekutoɾ,spanish,peɾsekutʊmɾ,-3.102291367616685,peɾsekutoɾ,-3.281608780945907
pɛʁsekyte,french,pɛʁsekytaid,-4.805559911535715,pɛʁsekytaia,-4.805559911535715
perseɡwire,italian,perseɡwirea,-4.327593407162058,perseɡwire,-4.345213586663609
peɾseɣiɾ,spanish,peɾseɣiɾ,-4.71042610919558,,
peɾəsɨɡiɹ,portuguese,peɾəsɨɡiɹ,-5.101352696166172,,
pjersikə,romanian,pjersikə,-4.576666119016055,qʊjersikə,-4.78215102185645
pɛʃ,french,pɛʃ,-5.091642422609304,,
pɛrsika,italian,pɛrsika,-3.2322045101752037,pɛrsikaa,-3.7724108467384587
pɛʁsiste,french,pɛʁsista,-1.7317101388586458,pɛʁsistaa,-1.8994931745150294
peɾsistiɾ,spanish,peɾsistiɾ,-2.358568207577271,,
peɾsonaɾse,spanish,peɾsʊmnaɾse,-1.933490561104079,peɾsonaɾse,-2.2415501337310704
pɛʁspikyite,french,pɛʁspikyita,-1.7114019022838018,pɛʁspikypta,-1.8357856219715374
perspikuita,italian,perspikuita,-1.4751410781671057,perspikuitaa,-1.6813842467260567
perspikuo,italian,perspikuʊm,-1.3825814637483103,perspikuʊma,-1.620829639211904
peɾspikwo,spanish,peɾspikwʊm,-1.7120456351025568,peɾspikwʊma,-1.9574669746785642
pɛʁsyade,french,pɛʁsyada,-4.083085390538531,pɛʁsyadaa,-4.126351358357187
persuadere,italian,persuaderea,-4.0271156107514265,persuadere,-4.051412676195384
peɾswaðiɾ,spanish,peɾswaðiɾ,-5.111823996033468,,
peɾəsuɐdiɹ,portuguese,peɾəsuɐdiɹ,-4.71830080280727,,
pɛrtika,italian,pɛrtika,-3.6810823654441345,pɛrtikaa,-4.407929919945859
peɾtiɣa,spanish,peɾtiɣa,-4.661769172974876,,
pɛɾətiɡɐ,portuguese,pɛɾətiɡɐ,-4.586716454869556,,
pertenere,italian,pertenerea,-2.6742152066326716,pertenereʊm,-2.784474398150868
peɾteneθeɾ,spanish,peɾteneθeɾ,-3.4701479853623955,,
peɾəteɪŋseɹ,portuguese,peɾəteɪŋseɹ,-3.726634659020393,,
perturbatsione,italian,perturbatsione,-3.2725887222397816,perturbatsionea,-3.3022062155431677
peɾətuɾəbɐsɐ̃ʊ̃,portuguese,peɾətuɾəbɐsɐ̃ʊ̃,-3.7602244577722903,,
perturba,romanian,perturba,-3.2973582296347668,perturva,-3.8677410441881244
pɛʁtyʁbe,french,pɛʁtyʁba,-4.797400995535954,pɛʁtyʁbaa,-5.0716675115947885
perturbare,italian,perturbare,-4.329040599442058,perturbarea,-4.440089218549855
peɾtuɾβaɾ,spanish,peɾtuɾβaɾ,-4.947622980352708,,
peɾətuɾəbaɹ,portuguese,peɾətuɾəbaɹ,-4.852291186822739,,
paʁvəniʁ,french,paʁvəniʁ,-2.6917199350618826,,
pervenire,italian,pervenirea,-2.412040964995387,pervenireʊm,-2.5174568041369563
pɛʁvɛʁtiʁ,french,pɛʁvɛʁtiʁ,-2.6525850929940455,,
pervertire,italian,pervertirea,-2.3962429131376712,pervertireʊm,-2.504653675294086
priveɡea,romanian,priveɡea,-1.442969305058623,prliveɡea,-1.4929693050586228
peʃtilʊ,portuguese,peʃtilʊ,-2.1471199848858813,,
pɛst,french,pɛst,-2.724190003606755,,
pɛste,italian,pɛste,-2.7784431870308905,pɛstea,-3.0866727007211163
peste,spanish,peste,-3.7692150541968568,,
pɛʃtɨ,portuguese,pɛʃtɨ,-3.3941936328524904,,
petaz,french,pataz,-1.921956841931875,petaz,-2.0925823589626384
petsʲ,romanian,petsʲ,-4.94083064404756,qʊetsʲ,-6.483600969909144
petssire,italian,petxire,-4.81257199206658,petxirea,-4.9242676499253815
peðiɾ,spanish,peðiɾ,-4.739460892282911,,
pɨdiɹ,portuguese,pɨdiɹ,-4.811740537476486,,
pətrunʒel,romanian,pətrunʒel,-6.871953737823075,qʊətrunʒel,-7.575838581054413
pɛʁsil,french,pɛʁsil,-5.7446442533179045,,
pretssemolo,italian,pretssemolʊm,-6.333297299387021,pretxemʊmlʊm,-6.401505549413555
peɾexil,spanish,peɾexil,-6.43410780187019,,
peʁɨksil,portuguese,peʁɨksil,-5.922370114384942,,
falɑ̃ʒ,french,falɑ̃ʒ,-4.57379867262099,,
falandʒe,italian,falandʒe,-4.455122580228913,falandʒea,-4.529523573132869
falaŋxe,spanish,falaŋxe,-5.187588152281264,,
fɐlɐ̃ŋʒɨ,portuguese,fɐlɐ̃ŋʒɨ,-4.740185548847414,,
faɾetrə,romanian,faɾetrə,-2.0851722163888207,,
farɛtra,italian,farɛtra,-1.735172216388821,farɛtraa,-2.040806305814243
faʁmasøtik,french,faʁmasøtik,-3.7384042808137226,,
farmatʃɛutiko,italian,farmatʃɛutiko,-4.3375887473664125,,
faɾmaθeutiko,spanish,faɾmaθeutikʊm,-3.4070421435464358,faɾmaθeutiko,-3.7303397068738864
fɐɾəmɐseʊtikʊ,portuguese,fɐɾəmɐseʊtikʊ,-4.28737288134638,,
farmek,romanian,farmek,-2.0782515005814983,,
farmako,italian,farmakʊm,-1.9524805005437074,farmakoa,-2.08601189316823
filozofi,french,filozofi,-3.404610629370177,filaʊzaʊfi,-3.443522937390339
filozofia,italian,filozʊmfia,-2.797098201898402,filaʊzʊmfia,-2.8541157745570485
filosofia,spanish,filosʊmfia,-2.9455898941739513,filaʊsʊmfia,-3.074370772027066
filuzufiɐ,portuguese,filuzufiɐ,-3.092898880599935,,
flɛm,french,flɛm,-4.518170066424163,,
flɛmma,italian,flɛmma,-4.212138855304184,flɛmmaa,-4.82596336926583
flema,spanish,flema,-4.147881994679319,,
fleɪmɐ,portuguese,fleɪmɐ,-4.9063486707800585,,
fokə,romanian,fokə,-5.204488202902602,faʊkə,-5.477631754216811
fok,french,fok,-6.0290420271094245,faʊk,-6.77218920766937
fɔka,italian,fɔka,-3.631251346761392,fɔkaa,-4.774496247480383
foka,spanish,foka,-4.313848316426185,fʊmka,-4.433569660509789
fɔkɐ,portuguese,fɔkɐ,-7.687387150331708,,
fenisjɛ̃,french,fenisjɛ̃,-3.679931390037563,fanisjɛ̃,-3.8090610275381005
fenitʃo,italian,fenitʃo,-1.8594379124341003,,
feniθjo,spanish,feniθjʊm,-3.061647015875221,feniθjʊma,-3.540818708924082
fenisjʊ,portuguese,fenisjʊ,-3.4621839795786284,,
tiziko,italian,tizikʊm,-1.7876412409313371,tizikʊma,-2.2700842528605376
tisiko,spanish,tisikʊm,-1.902304149251477,tisikʊma,-2.3754447685183635
tizikʊ,portuguese,tizikʊ,-2.1991937268370845,,
tizi,italian,tizi,-1.7094379124341004,,
fiziko,italian,flzikʊm,-1.2594379124341004,flzikoa,-1.4135885922613587
pi,french,pi,-5.710530701645918,,
pika,italian,pika,-3.8543948980756024,pikaa,-4.733674252960128
peɣa,spanish,peɣa,-4.422378935681541,,
piktor,romanian,piktor,-2.9893827187473825,piktaʊr,-3.543533398574641
pittore,italian,piptore,-3.621220805640121,piptorea,-3.7778897786956054
pintoɾ,spanish,pintoɾ,-3.323026504695459,pintaʊɾ,-3.527177184522717
piŋtoɹ,portuguese,piŋtoɹ,-3.6301849185354076,,
piktuɾə,romanian,piktuɾə,-4.099611510530493,qʊiktuɾə,-4.796247718049621
pɛ̃tyʁ,french,pɛ̃tyʁ,-6.275417196031084,,
pittura,italian,piptura,-3.7227550618447025,pictura,-3.945898613158912
pintuɾa,spanish,pintuɾa,-3.360349443196985,,
piŋtuɾɐ,portuguese,piŋtuɾɐ,-4.1834929945111945,,
pɛ̃,french,pɛ̃,-4.532026634673882,,
pinto,italian,pintʊm,-2.7388331171946643,pintʊmɛm,-3.1863551900024625
pinto,spanish,pintʊm,-2.7388331171946643,pintʊmɛm,-3.1863551900024625
pik,french,pik,-4.000244218248344,,
pikkio,italian,pikkiʊm,-3.9072311496219543,pikkiʊma,-4.481189772990101
pito,spanish,pitʊm,-3.2365655254999464,pitʊmʊm,-4.071851711631885
pɛtʊ,portuguese,pɛtʊ,-4.591841500681088,,
piɡroesperanto,italian,piɡroesperantʊm,-2.2594379124341004,plɡroesperantʊm,-2.2594379124341004
peɲo,spanish,peɲʊm,-1.571956841931875,peɲʊma,-1.7925823589626384
paʁɛs,french,paʁɛs,-6.21882566826545,,
piɡritsia,italian,piɡritsia,-4.713507235039864,piɡritsiaa,-5.153573289755525
piɣɾiθja,spanish,piɣɾiθja,-5.393022059770685,piɣɾiθlia,-5.667414830485327
pɹeɡisɐ,portuguese,pɹeɡisɐ,-5.68184875917256,,
predʒeta,romanian,predʒeta,-2.610574465213684,qʊredʒeta,-2.6280074934286732
peritarsi,italian,peritarsi,-3.010574465213684,,
pjuə,romanian,pjuə,-7.760080465021828,qʊjuə,-11.950607537422007
pil,french,pil,-5.3420868167974005,,
pila,italian,pila,-4.59406209427044,pilaa,-5.467643428040327
pelota,spanish,pelʊmta,-6.430752635537734,pelota,-6.5356704890161685
pelɐ,portuguese,pelɐ,-5.674070868134543,,
ɨmpila,romanian,ɨmpila,-4.24917528906687,ɨmplila,-6.642913087322443
pile,french,pila,-2.9443458271249225,pilaa,-3.4821819326662147
pelare,italian,pelare,-5.201303966667371,pelarea,-5.472369726891963
pilaɾ,spanish,pilaɾ,-3.609038381352005,,
pilaɹ,portuguese,pilaɹ,-3.563917946071535,,
pəta,romanian,pəta,-5.202468046375295,qʊəta,-6.176916965950913
pɛ̃dʁ,french,pɛ̃dʁ,-7.527669402825983,,
pittare,italian,piptare,-5.224336953550046,piptarea,-5.475866538712825
pintaɾ,spanish,pintaɾ,-4.539421829019952,,
piŋtaɹ,portuguese,piŋtaɹ,-4.789421829019952,,
piŋɡwe,italian,piŋɡwea,-2.0566311803709656,piŋɡwe,-2.0782515005814983
piŋɡue,spanish,piŋɡoa,-2.0157259102768483,piŋɡaʊa,-2.065725910276848
panaʃ,romanian,panaʃ,-5.26586850304311,qʊanaʃ,-7.344181094769292
pinakl,french,pinakl,-3.6944783716653804,,
pinnakolo,italian,pinnakaʊlʊm,-4.263040473673817,pinnakolʊm,-4.347518387902371
pinakulo,spanish,pinakulʊm,-3.510222200613775,pinakulʊma,-4.0457065923251
pinakulʊ,portuguese,pinakulʊ,-3.719534801649016,,
pisa,romanian,pisa,-2.0133643798407643,qʊisa,-2.5333680090865
pisaɾ,spanish,pisaɾ,-2.4133643798407642,,
pizaɹ,portuguese,pizaɹ,-2.6210037446190086,,
pjaɾ,spanish,pliaɾ,-1.5094379124341002,pjaɾ,-1.7094379124341004
piper,romanian,piper,-4.590830644047561,pliper,-4.79295685089021
pwavʁ,french,pwavʁ,-6.750270579234176,,
pepe,italian,pepe,-4.180441657053109,pepea,-4.346747265850874
peβɾe,spanish,peβɾe,-5.571177042072354,,
pipa,romanian,pipa,-2.211190123170684,qʊipa,-3.4639267127583597
pipe,french,pipa,-2.211190123170684,pipaa,-2.7074772257991033
pipare,italian,pipare,-3.893750384348533,piparea,-4.302645921876617
pipaɾ,spanish,pipaɾ,-2.8343336744848937,,
pipaɹ,portuguese,pipaɹ,-2.8343336744848937,,
peskar,romanian,peskar,-3.932682076772329,qʊeskar,-4.555065593537753
peskeɾo,spanish,peskeɾʊm,-2.9807839116129093,peskeɾʊma,-3.3253593052706507
peɪʃeɪɾʊ,portuguese,peɪʃeɪɾʊ,-4.029701448634191,,
piʃkozʊ,portuguese,piʃkozʊ,-1.8594379124341003,,
pəstaje,romanian,pəstaje,-2.6390573296152584,qʊəstaje,-3.0259296462578114
pestare,italian,pestare,-2.533696813957432,pestarea,-2.6061201148643036
pistaɾ,spanish,pistaɾ,-2.5947880043242435,,
petʁɛ̃,french,petʁɛ̃,-4.160688177409427,patʁɛ̃,-4.2173835210859725
pistrino,italian,pistrinʊm,-3.2483611301158035,pistrino,-3.515735902799727
piʃtɹinɐ,portuguese,piʃtɹinɐ,-3.583414346005772,,
petatsso,italian,petatxʊm,-2.9682051294060496,petatssʊm,-3.006905574152116
peðaθo,spanish,peðaθʊm,-2.9931876097047034,peðaθʊmʊm,-3.4420193761824103
pedasʊ,portuguese,pedasʊ,-3.2983753962353175,,
pjos,romanian,pjaʊs,-5.546342089074997,pjos,-5.664020532281042
pjø,french,pliø,-6.380461047840669,pjø,-8.748421958998374
pio,italian,piʊm,-4.237387150331708,pio,-4.7436751481744555
pio,spanish,piʊm,-4.237387150331708,pio,-4.7436751481744555
piʊ,portuguese,piʊ,-4.628311898485222,,
platʃido,italian,platʃido,-3.852608219442279,,
plaθiðo,spanish,plaθiðʊm,-3.0124018828790238,plaθiðʊma,-3.4616364412365526
plasidʊ,portuguese,plasidʊ,-3.308348484359782,,
plasitʊ,portuguese,plasctʊ,-1.8782515005814984,plasitʊ,-1.8782515005814984
plaʒjɛʁ,french,plaʒjɛʁ,-1.8148818866489091,plaʒliɛʁ,-1.8648818866489092
pladʒare,italian,pladʒaream,-4.19634350981414,pladʒareaa,-4.19634350981414
plaxjaɾ,spanish,plaxliaɾ,-4.689071737663773,plaxjaɾ,-4.795688509986224
plɐʒiaɹ,portuguese,plɐʒiaɹ,-4.517308830196757,,
plaʒja,french,plaʒja,-3.7077337993411166,plaʒga,-4.394169545313075
pladʒo,italian,pladʒʊm,-4.057170029123239,pladʒoʊm,-4.399023094794438
plaxjo,spanish,plaxjʊm,-3.85677569126959,plaxjʊma,-4.398696243998915
plaʒjʊ,portuguese,plaʒjʊ,-3.880052622103664,,
planare,italian,planarea,-2.40805020110221,planare,-2.456735772821304
planaɾ,spanish,planaɾ,-2.3013752571634774,,
plɛ̃t,french,plɛ̃t,-8.822302009124071,,
pjanto,italian,pjantʊm,-4.009160809936878,pjantʊma,-4.613471545642607
ʎanto,spanish,ʎantʊm,-8.560813169597576,ʎantʊmɨʊm,-9.258520973177387
pɹɐ̃ŋtʊ,portuguese,pɹɐ̃ŋtʊ,-5.905408890371985,,
planetə,romanian,planetə,-3.993126543440412,qʊlanetə,-4.686300038384888
planɛt,french,planɛt,-4.205002366076298,,
pjaneta,italian,pjaneta,-3.5066413558769636,pjanetaa,-4.143295621249844
planeta,spanish,planeta,-3.473227506645015,,
plɐnetɐ,portuguese,plɐnetɐ,-4.463989552117669,,
plɨŋdʒe,romanian,plɨŋdʒe,-4.721704002244043,qʊlɨŋdʒe,-5.715683822319204
plɛ̃dʁ,french,plɛ̃dʁ,-5.705517139543473,,
pjandʒere,italian,pjandʒere,-5.174843291350467,pjandʒerea,-5.228995690190153
plaɲiɾ,spanish,plaɲiɾ,-6.213398262591625,,
planiθje,spanish,planiθje,-2.980962297722643,planiθleɨa,-3.1943612968925805
plɐnisjɨ,portuguese,plɐnisjɨ,-2.6503175012993276,,
plɑ̃te,french,plɑ̃ta,-3.1616176745030087,plɑ̃taa,-3.356378613980428
pjantare,italian,pjantare,-3.345836866004329,pjantarea,-3.3743409329763647
plantaɾ,spanish,plantaɾ,-2.9705420247254324,,
plan,romanian,plan,-9.694062094270441,qʊlan,-11.206003068245552
plɛ̃,french,plɛ̃,-10.982286541628238,,
pjano,italian,pjanʊm,-5.984565390748656,pjanʊma,-6.823920215835491
ʎano,spanish,ʎanʊmɛm,-8.711483814001154,ʎanaʊʊsɛm,-10.070920496836331
ʃɐ̃ʊ̃,portuguese,ʃɐ̃ʊ̃,-16.36460809842219,,
plasmaɾ,spanish,plasmaɾ,-2.8550834131606044,,
plɐʒmaɹ,portuguese,plɐʒmaɹ,-2.725549360968702,,
platan,romanian,platan,-2.8454868585629347,qʊlatan,-3.523257164548512
platan,french,platan,-2.8454868585629347,,
platano,italian,platanʊm,-2.7320999177248657,platanʊma,-3.2496374544754074
platano,spanish,platanʊm,-2.7320999177248657,platanʊma,-3.2496374544754074
pjatsə,romanian,pjatsə,-4.4484952420493595,qʊjatsə,-5.555588636231272
platɛa,italian,platɛa,-3.509545917215784,platɛaa,-4.010437134296483
platea,spanish,platea,-3.8564554117305354,,
plɐtɛɪɐ,portuguese,plɐtɛɪɐ,-5.169807150363315,,
plɛ̃te,french,plɛ̃ta,-2.070440364322417,plɛ̃taa,-2.6197463214807444
plenita,italian,plenita,-2.057945608651872,plenitaa,-2.3241687171215077
plenityd,french,planityd,-2.9666900662140376,plenptyd,-3.048319980922508
plenitud,spanish,plenitud,-2.8184721042699277,,
plenitudɨ,portuguese,plenitudɨ,-2.7845778449170675,plenqʊtudɨ,-2.896602047087926
piorare,italian,plorarea,-1.442969305058623,plʊmrarea,-1.4929693050586228
plym,french,plym,-8.00145728861651,,
pjuma,italian,pjuma,-3.0596978193884556,pjumaa,-3.838984046564274
pluma,spanish,pluma,-3.202740407498063,,
plumɐ,portuguese,plumɐ,-3.860379772276308,,
plɔ̃baʒin,french,plɔ̃baʒin,-3.1672535913943007,,
piombadʒʒine,italian,plombadʒʒinea,-3.3228366940706584,plombadʒʒine,-3.3560432943716734
plumbaxineo,spanish,plumbaxineʊm,-2.856445816342305,plumvaxineʊm,-3.1955907424490624
plumbar,romanian,plumbar,-5.247714786839434,qʊlumbar,-5.271356325411908
plɔ̃bje,french,plɔ̃pleaa,-5.593044541989709,plɔ̃pleam,-5.593044541989709
plomeɾo,spanish,plʊmmeɾʊm,-5.017680397086147,plomeɾʊm,-5.249579848126247
ʃũmbeɪɾʊ,portuguese,ʃũmbeɪɾʊ,-5.775195017804288,,
plumbeo,italian,plumbeʊm,-2.3304280029172038,plumbeʊma,-2.711330846836659
plumbeo,spanish,plumbeʊm,-2.3304280029172038,plumbeʊma,-2.711330846836659
plũmbiʊ,portuguese,plũmbiʊ,-3.078255465259551,,
plumbos,romanian,plumbaʊs,-4.218822609512197,plumbos,-4.518822609512196
plɔ̃bø,french,plɔ̃bø,-8.962992931666486,,
piombozo,italian,plombozʊm,-4.6076391266158225,plaʊmbozʊm,-4.657639126615822
plomoso,spanish,plʊmmʊmsʊm,-4.664681381473176,plʊmmosʊm,-4.733353034335712
plurivɔko,italian,plurivɔkʊm,-1.527220948090484,plurivɔkoa,-1.63258146374831
plojos,romanian,plojaʊs,-3.121466577508712,plaʊjaʊs,-3.1714665775087116
piovozo,italian,plovozʊm,-3.4315971837990906,piovozʊm,-3.518272127695791
ʎuβjoso,spanish,ʎuβjosʊm,-3.758628707223862,ʎuβjaʊsʊm,-3.8086287072238623
pukɐɾʊ,portuguese,pukɐɾʊ,-1.8094379124341002,,
poemaɾjo,spanish,pʊmemaɾjʊm,-1.7224960484012373,pʊmemaɾliʊm,-1.772496048401237
poliʁ,french,paʊliʁ,-6.092781833981185,poliʁ,-6.2879042920141694
pulire,italian,pulirea,-4.863512491713692,pulire,-4.958395368294407
puliɾ,spanish,puliɾ,-5.5536778822058634,,
puliɹ,portuguese,puliɹ,-5.59141821018871,,
pɔlio,italian,pɔlioio,-1.8459101490553131,pɔlioiʊm,-1.8959101490553132
pɔllitʃe,italian,pɔllitʃe,-4.310463078241399,,
poliθe,spanish,poliθe,-4.949989538386465,pʊmliθe,-5.276383651064395
pɔlisɨ,portuguese,pɔlisɨ,-4.91517108120242,,
pɔlye,french,pɔlyaia,-3.5355183283186813,pɔlyaid,-3.5355183283186813
