ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	LATIN-CORRECT
-	ʁuvʁ	rovere	roβle	ʁoblɨ	robʊr
ruɡəminte	-	-	-	-	rɔɡamɛntʊm
-	-	-	roɣaðoɾ	-	rɔɡatorɛm
ruɡa	-	roɡare	roɣaɾ	ʁuɡaɹ	rɔɡarɛ
ruɡ	-	rɔɡo	-	-	rɔɡʊm
roman	ʁomɛ̃	romano	romano	ʁumɐ̃ʊ̃	romanʊm
rowɾa	-	-	roɾaɾ	ʁuɾaɹ	rorarɛ
rowə	ʁoʁik	rudʒada	-	-	rorɛm
rozmaɾin	ʁomaʁɛ̃	rozmarino	-	ʁuʒmɐɾiɲʊ	rosmarinʊm
-	-	-	ruθjo	ʁusʊ	roskɪdʊm
rozmaɾin	ʁomaʁɛ̃	rozmarino	rosmaɾino	ʁuʒmɐniɲʊ	rorɛmmarinʊm
rost	ʁɔstʁ	rɔstro	rostɾo	ʁɔʃtɹʊ	rostrʊm
-	ʁwɛl	rotɛlla	roðiʎa	ʁudɛlɐ	rɔtɛllam
-	ʁode	rotare	rotaɾ	ʁutaɹ	rɔtarɛ
roibə	-	rɔbbia	ruβja	ʁuivɐ	rʊbɪam
-	ʁybikɔ̃	-	-	-	rʊbɪkʊndʊm
-	-	-	ruβoɾ	ʁuboɹ	rʊborɛm
-	ʁybʁik	rubrika	ruβɾika	ʁubɹikɐ	rʊbrikam
ruɡ	-	rovo	-	-	rʊbʊm
-	ʁote	ruttare	rutaɾ	-	rʊktarɛ
-	ʁo	rutto	-	ɐʁɔtʊ	ruktʊm
-	ʁyd	rude	ruðo	ʁudɨ	rʊdɛm
-	-	rudere	-	-	rudʊs
-	-	rufo	rufo	-	rufʊm
-	ʁy	ruɡa	ruɣa	ʁuɡɐ	ruɡam
rudʒʲ	ʁyʒiʁ	rudʒʒire	ruxiɾ	ʁuʒiɹ	ruɡirɛ
-	ʁyɡø	-	ruɣoso	-	ruɡosʊm
ruinos	ʁyinø	rovinozo	ruinoso	ʁuinozʊ	rʊinosʊm
-	ʁɔ̃s	rɔmitʃe	romaθa	-	rʊmɪkɛm
-	ʁymine	ruminare	-	ʁuminaɹ	rumɪnari
-	ʁymœʁ	rumore	rumoɾ	ʁumoɹ	rumorɛm
-	-	-	runa	-	runam
-	ʁye	-	ruiɾ	ʁuiɹ	rʊɛrɛ
-	-	rupe	rupe	-	rupɛm
-	ʁyʃ	-	-	-	rʊskam
-	-	rustikano	-	ʁuʃtikɐ̃nʊ	rustɪkanʊm
rutə	ʁy	ruta	ruða	ɐʁudɐ	rutam
-	ʁabl	-	-	-	rʊtabʊlʊm
-	-	-	rutilaɾ	ʁutilaɹ	rʊtɪlarɛ
-	-	-	-	ʁutilʊ	rʊtɪlʊm
-	-	-	-	ʁɔdʊ	rʊtrʊm
-	-	-	saβana	-	sabanʊm
-	sabatism	-	-	-	sabbatɪsmʊm
-	sablɔ̃	sabbione	saβlon	-	sabʊlonɛm
-	sabl	sabbia	-	saɪbɹʊ	sabʊlʊm
-	-	dzavɔrra	saβura	sɐbuʁɐ	sabʊrram
-	-	sakkarino	-	-	sakkʰarʊm
səkui	sakyl	sakkulo	-	sakulʊ	sakkʊlʊm
sakru	-	sakro	sakɾo	sakɹʊ	sakrʊm
satʃerdot	-	satʃerdɔte	saθeɾðote	sɐsɨɾədɔtɨ	sakɛrdotɛm
satʃerdotsiw	sasɛʁdɔs	satʃerdɔtsio	saθeɾðoθjo	sɐsɨɾədɔsjʊ	sakɛrdotɪʊm
-	-	saɡoma	-	-	sakoma
-	sakʁamɑ̃tal	sakramentale	-	-	sakramɛntalɛm
-	-	sakrario	saɣɾaɾjo	sɐkɹaɾjʊ	sakrarɪʊm
-	-	-	-	sɐɡɹɐsɐ̃ʊ̃	sakratɪonɛm
-	-	sakrifikale	-	-	sakrɪfɪkalɛm
-	sakʁifikatœʁ	sakrifikatore	sakɾifikaðoɾ	sɐkɹifikɐdoɹ	sakrɪfɪkatorɛm
sakrifitʃiw	sakʁifis	sakrifitʃo	sakɾifiθjo	sɐkɹifisjʊ	sakrɪfɪkɪʊm
-	-	-	-	sɐkɹifikulʊ	sakrɪfɪkʊlʊm
-	-	sakrifiko	-	-	sakrɪfɪkʊm
sakrileɡ	sakʁilɛʒ	sakrileɡo	sakɾileɣo	sɐkɹilɨɡʊ	sakrɪlɛɡʊm
-	-	-	-	sɐkɹiʃtiɐ	sakrɪstɪam
sakra	sakʁe	sakrare	-	sɐɡɹaɹ	sakrarɛ
-	-	sjɛpe	seβe	sɛbɨ	saɪpɛm
-	-	-	-	sɛtʊ	saɪptʊm
-	swa	seta	seða	sɛtɐ	saɪtam
-	seviʁ	-	-	-	saɪwirɛ
-	-	saɡa	-	-	saɡam
sədʒetar	saʒitɛʁ	sadʒittario	saxitaɾjo	sɐʒitaɾjʊ	saɡɪttarɪʊm
sədʒeta	-	saettare	-	sɐʒitaɹ	saɡɪttarɛ
-	sɔm	salma	-	-	saɡmam
-	sɔmje	somiɛre	-	sumeɪɾʊ	saɡmarɪʊm
-	saɡɔklamid	-	-	-	saɡɔkʰlamydɛm
-	salasite	-	salaθiðad	sɐlɐsidadɨ	salakɪtatɛm
salaɾiw	salɛʁ	salario	salaɾjo	sɐlaɾjʊ	salarɪʊm
-	salas	salatʃe	-	-	salakɛm
səltʃet	sosɛ	salitʃeto	salθeðo	-	salɪketʊm
səninə	-	salina	salina	sɐlinɐ	salinam
-	-	salivare	saliβaɾ	-	saliwarɛ
saltʃje	-	salitʃe	salθe	sɑlɡeɪɾʊ	salɪkɛm
-	-	salsa	salsa	sɑlsɐ	salsam
saltatsje	saltasjɔ̃	saltatsione	saltaθjon	-	saltatɪonɛm
salt	so	salto	soto	sowtʊ	saltʊm
-	salybʁ	salubre	saluβɾe	sɐlubɹɨ	salubrɛm
-	salybʁite	salubrita	saluβɾiðad	sɐlubɹidadɨ	salubrɪtatɛm
salut	saly	salute	salud	sɐudɨ	salutɛm
-	salytɛʁ	salutare	-	sɐlutaɹ	salutarɛm
salutatsje	salytasjɔ̃	salutatsione	saluðaθjon	saʊdɐsɐ̃ʊ̃	salutatɪonɛm
-	salye	salutare	saluðaɾ	saʊdaɹ	salutarɛ
-	-	salvifiko	-	-	salwɪfɪkʊm
salva	sove	salvare	salβaɾ	sɑlvaɹ	salwarɛ
-	sof	salvo	salβo	sɑlvʊ	salwʊm
sok	syʁo	sambuko	saβuko	sɐbukʊ	sambukʊm
-	-	sansa	-	-	sampsam
-	-	sanabile	sanaβle	-	sanabɪlɛm
-	sanasjɔ̃	sanatsione	sanaθjon	-	sanatɪonɛm
-	-	santʃire	-	-	saŋkirɛ
-	sɑ̃ksjɔ̃	-	sanθjon	sɐ̃ŋsɐ̃ʊ̃	saŋktɪonɛm
-	sɛ̃tte	santita	santiðad	sɐ̃ŋtidadɨ	saŋktɪtatɛm
sɨnt	sɛ̃	santo	santo	sɐ̃ŋtʊ	saŋktʊm
-	-	sandone	-	-	sandones
-	sɑ̃ɡinɛʁ	saŋɡwinario	saŋɡinaɾjo	-	saŋɡwɪnarɪʊm
sɨŋdʒeɾa	sɛɲe	saŋɡwinare	saŋɡɾaɾ	sɐ̃ŋɡɹaɹ	saŋɡwɪnarɛ
-	sɑ̃ɡinolɑ̃	saŋɡwinolɛnto	saŋɡinolɛnto	-	saŋɡwɪnɔlɛntʊm
sɨŋdʒeɾos	-	saŋɡwinozo	saŋɡinoso	sɐ̃ŋɡwinozʊ	saŋɡwɪnosʊm
-	-	saŋɡwizuɡa	-	-	saŋɡwɪsuɡam
-	-	-	sanjes	sɐ̃njɨ	sanɪɛm
-	-	sanare	sanaɾ	sɐɾaɹ	sanarɛ
sənətos	sɛ̃	sano	sano	sɐ̃ʊ̃	sanʊm
-	sapid	-	saβjo	sabjʊ	sapɪdʊm
sapjentsə	sapjɑ̃s	sapjɛntsa	sapjɛnθja	-	sapɪɛntɪam
-	savwaʁ	sapere	saβeɾ	sɐbeɹ	sapɛrɛ
səpun	savɔ̃	sapone	xaβon	sɐbɐ̃ʊ̃	saponɛm
savɔaɾe	savœʁ	sapore	saβoɾ	sɐboɹ	saporɛm
-	sapɛ̃	-	-	-	sappɪnʊm
sartʃinə	-	sartʃina	saɾθina	-	sarkɪnam
-	-	-	suɾθiɾ	sɨɾəziɹ	sarkirɛ
-	-	sarkio	satʃo	saʃʊ	sarkʊlʊm
-	-	sardɔnitʃe	-	-	sardɔnykʰa
-	saʁ	saɾaɡo	saɾɣo	saɾəɡʊ	sarɡʊm
-	saʁmɑ̃	sarmento	saɾmjɛnto	sɐɾəmeɪŋtʊ	sarmɛntʊm
-	-	-	seɾpoʎo	-	sarpɛrɛ
-	satɛlit	satɛllite	satelite	-	satɛllɪtɛm
-	ʁasazje	-	saθjaɾ	sɐsiaɹ	satɪarɛ
-	-	satira	-	satiɾɐ	satɪram
-	satiʁik	satiriko	satiɾiko	sɐtiɾikʊ	satɪrɪkʊm
satisfatʃe	-	-	-	sɐtiʃfɐzeɹ	satɪsfakɛrɛ
satisfaktsie	satisfaksjɔ̃	soddisfatsione	satisfakθjon	sɐtiʃfɐsɐ̃ʊ̃	satɪsfaktɪonɛm
-	-	-	satiβo	-	satiwʊm
-	-	saturo	-	-	satʊrʊm
-	saʁjɛt	santoredʒʒa	-	-	satʊrejam
satuɾa	satyʁe	saturare	satuɾaɾ	sɐtuɾaɹ	satʊrarɛ
satir	satiʁ	satiro	satiɾo	satiɾʊ	satyrʊm
-	-	-	-	saksiʊ	saksɛʊm
-	-	sasso	saxo	seɪʃʊ	saksʊm
skabje	-	skabbia	-	-	skabɪɛm
skalar	ɛskalje	skalare	eskalaɾ	ʃkɐleɪɾɐ	skalarɛm
-	-	skalpɛllo	eskalpelo	ʃkɑlpɛlʊ	skalpɛllʊm
-	ɛskupʁo	-	eskoplo	ʃkɔpɹʊ	skalprʊm
-	-	skamonea	-	-	skammonɛam
-	-	skamɔnio	-	-	skammonɪʊm
-	skɑ̃de	skandire	eskandiɾ	ʃkɐ̃ŋdiɹ	skandɛrɛ
skɨnduɾə	-	skandola	eskanda	-	skandʊlam
skapulə	-	skapola	eskapula	ʃkapulɐ	skapʊlam
-	-	-	-	ʃkapʊ	skapʊm
-	ɛskaʁbo	skaɾabɛo	eskaɾaβaxo	ʃkɐɾɐveʎʊ	skarabaɪʊm
-	senik	ʃɛniko	-	-	skenɪkʊm
-	-	skɛda	-	-	skʰɛdam
-	sedyl	-	θeðula	sɛdulɐ	skʰɛdʊlam
-	ekolje	skolaro	eskolaɾ	ʃkulaɹ	skʰɔlarɛm
-	skolastik	skolastiko	eskolastiko	-	skʰɔlastɪkʊm
ʃtijntsifik	sjɑ̃tifik	ʃentifiko	θjentifiko	sieɪŋtifikʊ	skɪɛntɪfɪkʊm
stʃinda	sɛ̃de	ʃindere	esθindiɾ	siŋdiɹ	skɪndɛrɛ
skɨnteje	etɛ̃sɛl	ʃintilla	θenteʎa	seɪŋteʎɐ	skɪntɪllam
skɨnteja	etɛ̃sle	ʃintillare	θenteʎaɾ	seɪŋtɨʎaɹ	skɪntɪllarɛ
ʃti	-	-	-	-	skirɛ
-	siʁp	ʃirpo	-	-	skɪrpʊm
-	-	ʃissile	-	-	skɪssɪlɛm
-	sisjɔ̃	-	-	-	skɪssɪonɛm
ʃtjur	ekyʁœj	skoiattolo	eskilo	ʃkilʊ	skɪurʊm
skolopendrə	-	skolopendra	eskolopɛndɾa	-	skɔlɔpɛndram
-	-	zɡombro	-	-	skɔmbrʊm
-	-	skɔmma	-	-	skomma
-	-	skopa	eskoβa	ʃkovɐ	skopam
-	-	skopare	eskoβaɾ	ʃkuvaɹ	skɔpɛrɛ
-	-	skɔpula	-	-	skopʊlam
-	ekœj	skɔʎo	eskoʎo	ʃkoʎʊ	skɔpʊlʊm
skɔaɾe	skoʁi	skɔria	eskoɾja	ʃkɔɾjɐ	skorɪam
-	-	skorpɛna	-	-	skɔrpaɪnam
skɔartsə	ekɔʁs	skɔrtsa	-	-	skɔrtɛam
-	-	-	eskweɾθo	-	skɔrtɛʊm
skotsja	ekɔs	skɔtsia	eskoθja	ʃkɔsjɐ	skɔtɪam
-	skʁib	skriba	eskɾiβa	ʃkɹibɐ	skribam
-	ekʁɛ̃	skriɲɲo	-	ʃkɹinjʊ	skrinɪʊm
-	-	-	eskɾitoɾ	-	skriptorɛm
-	-	skrittritʃe	-	-	skriptrikɛm
-	ekʁi	-	eskɾito	ʃkɹitʊ	skriptʊm
skriptuɾə	ekʁityʁ	skrittura	eskɾituɾa	ʃkɹituɾɐ	skripturam
skorbuɾə	-	-	-	-	skrɔbɛm
skrɔafə	-	skrɔfa	-	-	skrofam
-	skʁypylø	skrupulozo	eskɾupuloso	ʃkɹupulozʊ	skrupʊlosʊm
-	-	skrutinio	eskuðɾiɲaɾ	ʃkɹutinjʊ	skrutɪnɪʊm
-	-	skrutare	eskɾutaɾ	-	skrutarɛ
-	skʁyte	-	eskɾutaɾ	ʃkɹutaɹ	skrutari
-	-	-	eskura	ʃkuʁɐ	skʊrram
-	skyʁil	skurrile	-	-	skʊrrilɛm
skutjer	ekyije	skudiɛro	eskuðeɾo	ʃkudeɪɾʊ	skutarɪʊm
-	ekyɛl	skodɛlla	eskuðiʎa	ʃkudɛlɐ	skʊtɛllam
-	-	skudiʃo	-	-	skʊtɪkam
skut	eky	skudo	eskuðo	ʃkudʊ	skutʊm
se	si	se	se	sɨ	se
sekaɾə	sɛɡl	seɡale	-	-	sɛkalɛ
-	sekʁete	setʃɛrnere	sekɾetaɾ	sɛkɹɨtaɹ	sekɛrnɛrɛ
-	sje	seɡare	seɣaɾ	sɨɡaɹ	sɛkarɛ
-	-	sekondare	-	-	sɛkʊndarɛ
sekuɾe	-	skure	seɣuɾ	seɡuɾɨ	sɛkurɛm
siɡur	syːʁ	-	-	-	sekurʊm
ʃedea	swaʁ	sedere	sentaɾ	seɪŋtaɹ	sɛderɛ
-	-	sɛde	seðe	sedɨ	sedɛm
-	-	sedare	seðaɾ	sɨdaɹ	sedarɛ
-	-	-	-	sɛdulʊ	sedʊlʊm
-	-	-	-	seɡnisjɐ	sɛŋnɪtɪam
-	seɡʁeʒe	seɡreɡare	seɣɾeɣaɾ	seɡɹɨɡaɹ	seɡrɛɡarɛ
-	-	seme	semen	-	semɛn
-	-	-	semifoɾme	-	semɪformɛm
-	-	semiminima	-	-	semɪmɪnɪmam
-	-	-	-	seɪmpiteɾənidadɨ	sɛmpɪtɛrnɪtatɛm
-	-	sempitɛrno	sempiteɾno	seɪmpitɛɾənʊ	sɛmpɪtɛrnʊm
senat	sena	senato	senaðo	senadʊ	sɛnatʊm
-	-	-	θuθon	-	sɛnɛkɪonɛm
-	-	senetta	-	-	sɛnɛktam
-	-	senettute	senektud	-	sɛnɛktʊm
-	-	sene	sene	-	sɛnɛm
senzatsje	sɑ̃sasjɔ̃	sensatsione	sensaθjon	seɪŋsɐsɐ̃ʊ̃	sensatɪonɛm
-	-	sensato	-	-	sensatʊm
senzwalitate	sɑ̃syalite	sensualita	senswaliðad	seɪŋsuɐlidadɨ	sɛnsʊalɪtatɛm
sens	sɑ̃s	sɛnso	seso	seɪŋsʊ	sensʊm
simtsʲ	sɑ̃tiʁ	sentire	sentiɾ	seɪŋtiɹ	sɛntirɛ
sepaɾa	sepaʁe	sepaɾare	sepaɾaɾ	sepɐɾaɹ	separarɛ
-	ɑ̃səvliʁ	seppellire	sepultaɾ	sepuwtaɹ	sɛpɛlirɛ
-	sɛʃ	-	-	-	sepɪam
-	-	settɛnne	-	-	sɛptɛnnɛm
septentrjon	sɛptɑ̃tʁiɔ̃	settentrione	sepptentɾion	seteɪŋtɹiɐ̃ʊ̃	sɛptɛntrɪonɛm
septentrjonal	sɛptɑ̃tʁional	settentrionale	sepptentɾional	seteɪŋtɹiunɑl	sɛptɛntrɪonalɛm
-	sɛptik	-	-	-	septɪkʊm
səptəmɨnə	-	settimana	-	-	sɛptɪmanam
-	sepylkʁ	sepolkro	sepulkɾo	-	sɛpʊlkrʊm
-	sepyltyʁ	sepoltura	sepultuɾa	sepuwtuɾɐ	sɛpʊlturam
-	-	seɡwatʃe	sekwaθ	sɨkwaʃ	sɛkwakɛm
-	seʁafik	serafiko	seɾafiko	seɾafikʊ	sɛrapʰɪkʊm
ɨnsenina	-	serenare	seɾenaɾ	seɾɨnaɹ	sɛrenarɛ
-	-	sɛriko	siɾɣo	siɾəɡʊ	serɪkʊm
seɾjos	seʁjø	seriozo	-	-	serɪosʊm
-	sɛʁmɔ̃	sermone	seɾmon	sɨɾəmɐ̃ʊ̃	sɛrmonɛm
-	sɛʁe	serrare	θeraɾ	sɨʁaɹ	sɛrɛrɛ
-	-	serotino	seɾotino	seɾotinʊ	serotɪnʊm
-	sɛʁpɑ̃tɛ̃	serpentino	seɾpentino	-	sɛrpɛntinʊm
-	-	-	sjera	sɛʁɐ	sɛrram
-	-	-	serin	seʁaʒeɪŋ	sɛrraɡɪnɛm
-	-	-	seraɾ	sɨʁaɹ	sɛrrarɛ
zer	seʁɔm	sjɛro	sweɾo	soɾʊ	sɛrʊm
seaɾə	swaʁ	sera	-	sɨɾɐ̃ʊ̃	serʊm
-	sɛʁvɑ̃	serviɛnte	siɾβjɛnte	-	sɛrwɪɛntɛm
servil	sɛʁvil	servile	seɾβil	sɨɾəvil	sɛrwilɛm
-	sɛʁvityd	-	seɾβiðumbɾe	seɾəvidɐ̃ʊ̃	sɛrwɪtudɪnɛm
-	-	servitu	seɾβitud	seɾəvitudɨ	sɛrwɪtutɛm
serba	-	servare	seɾβaɾ	-	sɛrwarɛ
-	-	seskuntʃa	-	-	sɛskʊŋkɪam
-	-	seskwipedale	seskipeðal	-	seskwɪpɛdalɛm
ʃes	si	sɛsso	seso	sɛsʊ	sɛssʊm
-	seveʁite	severita	seβeɾiðad	sevɨɾidadɨ	sɛwerɪtatɛm
-	sevɛʁ	sevɛro	seβeɾo	-	sɛwerʊm
-	-	sestaio	-	-	sɛkstarɪʊm
-	-	sɛsto	seksto	seʃtʊ	sɛkstʊm
sekswalitate	sɛksyalite	sessualita	sekswaliðad	seksuɐlidadɨ	sɛksʊalɪtatɛm
ʃwieɾa	syble	-	silβaɾ	silvaɹ	sibɪlarɛ
-	sikɛʁ	sikario	sikaɾjo	sikaɾjʊ	sikarɪʊm
setʃetə	siksite	sitʃʃita	-	sisidadɨ	sɪkkɪtatɛm
setʃeɾə	-	-	-	-	sikilɛm
-	-	sidɛreo	siðeɾeo	sidɛɾiʊ	sidɛrɛʊm
sidʒila	sɛle	-	seʎaɾ	sɨlaɹ	sɪɡɪllarɛ
sudʒel	so	sudʒʒɛllo	seʎo	selʊ	sɪɡɪllʊm
-	siɲifikasjɔ̃	-	-	-	sɪŋnɪfɪkatɪonɛm
-	siɲe	seɲare	seɲaɾ	-	sɪŋnarɛ
-	-	seltʃe	siliθe	silisɨ	sɪlɪkɛm
-	-	silitʃo	siliθjo	silisjʊ	sɪlɪkɪʊm
-	-	silikwastro	-	-	sɪlɪkwastrʊm
silvə	silv	selva	selβa	selvɐ	sɪlwam
səlbatik	sovaʒ	selvadʒʒo	selβatiko	selvatikʊ	sɪlwatɪkʊm
-	-	-	silβestɾe	silvɛʃtɹɨ	sɪlwɛstrɛm
-	-	silvikolo	-	-	sɪlwɪkɔlʊm
-	-	selvozo	-	-	sɪlwosʊm
-	sɛ̃ʒ	ʃimmia	ximja	-	simɪam
seamən	-	simile	simil	simil	sɪmɪlɛm
-	similityd	-	-	-	sɪmɪlɪtudɪnɛm
-	sɛ̃ʒ	ʃimmia	simjo	simjʊ	simɪʊm
-	simyltanœm	-	-	-	sɪmʊltanɛʊm
sintʃer	sɛ̃sɛʁ	sintʃero	sinθeɾo	siŋsɛɾʊ	sɪŋkerʊm
-	sɛ̃sipy	-	-	siŋsiput	sɪŋkɪpʊt
suɡits	sɑ̃ɡlo	-	soʎoθo	sulusʊ	sɪŋɡʊltʊm
-	-	-	-	sinʊ	sɪnɛrɛ
sɨn	sɛ̃	seno	seno	senʊ	sɪnʊm
-	-	sipario	-	-	sɪparɪʊm
sista	-	-	-	-	sɪstɛrɛ
-	sistʁ	-	-	-	sistrʊm
situlə	sɛj	situla	-	situlɐ	sɪtʊlam
-	sit	sito	sitjo	sitjʊ	sɪtʊm
smaɾald	emʁod	zmeraldo	esmeɾalða	ʃmeɾɑldɐ	smaraɡdʊm
-	-	zmilatʃe	-	-	smilakɛm
-	-	-	soβɾino	subɹiɲʊ	sobrinʊm
-	-	-	θweko	sokʊ	sɔkkʊm
sokru	-	suɔːtʃero	sweɣɾo	soɡɹʊ	sɔkɛrʊm
sɔakrə	-	suɔːtʃera	sweɣɾa	sɔɡɹɐ	sɔkrʊm
-	-	sodalitsio	-	-	sɔdalɪkɪʊm
-	sodalite	sodalita	soðaliðad	-	sɔdalɪtatɛm
-	sula	sollatsso	solaθ	sulaʃ	solakɪʊm
solar	solɛʁ	solare	solaɾ	sulaɹ	solarɛm
-	-	solarium	-	sulaɾjʊ	solarɪʊm
-	sœj	sɔʎa	swela	soʎɐ	sɔlɛam
-	-	sɔlere	soleɾ	sueɹ	sɔlerɛ
-	sude	solidare	soliðaɾ	sulidaɹ	sɔlɪdarɛ
solid	sɔl	sɔlido	soliðo	sɔlidʊ	sɔlɪdʊm
-	solilok	solilɔkwjo	-	-	solɪlɔkwɪʊm
-	solityd	-	soleðumbɾe	sulidɐ̃ʊ̃	solɪtudɪnɛm
-	-	sɔʎo	-	sɔljʊ	sɔlɪʊm
-	-	solɛrte	soleɾte	sulɛɾətɨ	sɔllɛrtɛm
-	sɔlisitasjɔ̃	solletʃitatsione	soliθitaθjon	sulisitɐsɐ̃ʊ̃	sɔllɪkɪtatɪonɛm
-	sɔlisite	solletʃitare	soliθitaɾ	sulisitaɹ	sɔllɪkɪtarɛ
-	sɔlisityd	solletʃitudine	soliθitud	sulisitudɨ	sɔllɪkɪtudɪnɛm
-	-	sollɛtʃito	soliθito	sulisitʊ	sɔllɪkɪtʊm
sol	sɔl	solo	solo	-	sɔlʊm
-	sœl	solo	solo	-	solʊm
-	solyte	solto	swelto	sowtʊ	sɔlutʊm
solvʲ	sudʁ	solvere	solβeɾ	sulveɹ	sɔlwɛrɛ
-	sɔ̃ʒœʁ	soɲatore	soɲaðoɾ	suɲɐdoɹ	sɔmnɪatorɛm
-	-	sonnakkiozo	-	sunikulozʊ	sɔmnɪkʊlosʊm
somnifer	sɔmnifɛʁ	sonnifero	somnifeɾo	sunifɨɾʊ	sɔmnɪfɛrʊm
-	sɔ̃ʒe	soɲare	soɲaɾ	suɲaɹ	sɔmnɪarɛ
-	sɔ̃ʒ	soɲɲo	sweɲo	soɲʊ	sɔmnɪʊm
-	sɔmnolɑ̃	sonnolɛnto	soɲoljɛnto	sunuleɪŋtʊ	sɔmnɔlɛntʊm
somn	sɔmɛj	sonno	sweɲo	sonʊ	sɔmnʊm
sunet	-	sonito	soniðo	-	sɔnɪtʊm
sonor	sonɔʁ	sonɔro	sonoɾo	sunɔɾʊ	sɔnorʊm
-	-	-	sonte	soŋtɨ	sɔntɛm
sun	sɔ̃	suɔno	son	soŋ	sɔnʊm
-	-	sopore	sopoɾ	-	sɔporɛm
ʃɔaɾetʃe	suʁi	sɔritʃe	soɾθe	-	sorɪkɛm
soɾə	sœʁ	sorɛlla	soɾ	-	sɔrorɛm
-	soʁoʁite	-	soɾoɾiðad	suɾuɾidadɨ	sɔrorɪtatɛm
sɔartə	sɔʁ	sɔrte	sweɾte	sɔɾətɨ	sɔrtɛm
-	-	sortileɡo	-	-	sɔrtɪlɛɡʊm
-	sɔʁtiʁ	sortire	suɾtiɾ	suɾətiɹ	sɔrtiri
-	sɔʁtisjɔ̃	-	-	-	sɔrtitɪonɛm
spardʒe	epaʁdʁ	spardʒere	espaɾθiɾ	ʃpɐɾəʒiɹ	sparɡɛrɛ
-	-	-	espaɾto	-	spartʊm
-	ɛspase	spatssare	espaθjaɾ	ʃpɐsaɹ	spatɪari
-	-	spatolato	-	-	spatʊlatʊm
spetʃje	epis	spɛtsje	espeθje	ʃpɛsjɨ	spɛkɪɛm
-	spesifik	spetʃifiko	espeθifiko	ʃpesifikʊ	spɛkɪfɪkʊm
-	spəsimɛn	-	espeθimen	ʃpɛsimɨ	spɛkɪmɛn
-	-	spɛkkio	-	ʃpeʎʊ	spɛklʊm
-	spɛktakl	spettakolo	espektakulo	ʃpetakulʊ	spɛktakʊlʊm
-	-	spettare	-	-	spɛktarɛ
spekulativ	spekylatif	spekulativo	espekulatiβo	ʃpekulɐtivʊ	spɛkʊlatiwʊm
spekulator	spekylatœʁ	spekulatore	espekulaðoɾ	ʃpekulɐdoɹ	spɛkʊlatorɛm
-	-	spɛkkio	espexo	ʃpeʎʊ	spɛkʊlʊm
-	-	spɛlta	espelta	-	spɛltam
-	spelɔ̃k	spelonka	espelunka	ʃpelũŋkɐ	spelʊŋkam
-	ɛspeʁe	sperare	espeɾaɾ	ʃpɨɾaɹ	sperarɛ
-	-	speme	-	-	spɛm
spinal	spinal	spinale	espinal	ʃpinɑl	spinalɛm
-	spinyl	spilla	-	ʃpinulɐ	spinʊlam
-	-	-	-	ʃpiɾakulʊ	spirakʊlʊm
-	-	spiratsione	-	-	spiratɪonɛm
-	ʁɛspiʁe	spirare	espiɾaɾ	-	spirarɛ
-	epɛ	spesso	espeso	ʃpesʊ	spɪssʊm
-	-	splɛndere	-	-	splɛnderɛ
spuzə	-	-	-	-	spɔdɪʊm
-	spolje	spoʎare	-	-	spɔlɪarɛ
-	-	spɔʎo	-	ʃpɔljʊ	spɔlɪʊm
-	-	-	espoŋxa	ʃpoŋʒɐ	spɔŋɡɪam
-	epuz	spoza	esposa	ʃpozɐ	sponsam
-	epuze	spozare	-	ʃpuzaɹ	sponsarɛ
-	epu	spozo	esposo	ʃpozʊ	sponsʊm
-	-	spɔrta	espweɾta	ʃpɔɾətɐ	spɔrtam
spuma	-	spumare	espumaɾ	ʃpumaɹ	spumarɛ
spumos	spymø	spumozo	espumoso	ʃpumozʊ	spumosʊm
-	-	-	-	eʃpuiɹ	spʊɛrɛ
spurka	-	sporkare	-	-	spʊrkarɛ
spurk	-	spɔrko	-	ʃpuɾəkʊ	spʊrkʊm
ʃpur	-	spurio	espuɾjo	ʃpuɾjʊ	spʊrɪʊm
-	-	sputare	esputaɾ	ʃputaɹ	sputarɛ
sputə	-	sputo	esputo	ʃputʊ	sputʊm
-	skwalid	-	eskwaliðo	ʃkwɑlidʊ	skwalɪdʊm
skal	skwal	skwalo	eskwalo	ʃkaʎʊ	skwalʊm
skamə	skwam	skwama	eskama	ʃkɐ̃mɐ	skwamam
stabilʲ	etabliʁ	stabilire	estaβleθeɾ	ʃtɐbɨlɨseɹ	stabɪlirɛ
stabil	stabl	stabile	estaβle	ʃtavɛl	stabɪlɛm
-	-	staɲɲo	-	-	staŋnʊm
staniw	etɛ̃	staɲɲo	estaɲo	ʃtɐ̃ɲʊ	stannʊm
-	stap	-	estapeðe	-	stapɛdɛm
-	statɛʁ	stadɛra	estateɾa	-	stateram
-	etaʒ	stadʒʒo	-	-	statɪkʊm
statwə	staty	statua	estatwa	-	statʊam
-	statye	statuire	estatwiɾ	ʃtɐtuiɹ	statʊɛrɛ
stat	ete	stato	estaðo	ʃtadʊ	statʊm
-	stɛlɛʁ	-	estelaɾ	ʃtɨlaɹ	stellarɛm
-	-	stellato	-	-	stɛllatʊm
-	-	stɛmma	-	-	stɛmma
-	-	-	esteɾkolaɾ	-	stɛrkɔrarɛ
ʃterk	-	stɛrko	estjeɾkol	ʃteɾəkʊ	stɛrkʊs
-	-	stɛrnere	-	-	stɛrnɛrɛ
